title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;capacity_normalized
雷達佳兒護液體電蚊香薰衣草重裝45*2ML;日用生活;239;雷達;規格：45ml毫升x2x1pc盒;雷達佳兒護液體電蚊香重裝;245;1;450;360;1484;2.45%;0;110739070010;ml;2;pc;1195;1225;24489795918367347;volume;月;4791649752930709;4816241156068032;2989141768737748;4305290441110364;5168037500384163;37076185055695585;9.399856746183184e-05
金龍液體電蚊香;日用生活;69;金龍;規格：45ml毫升x1x1box盒;金龍液體電蚊香 金龍液體電蚊香;0;1;450;360;1485;0.00%;0;110739090010;ml;1;box;690;0;0;volume;月;4248495242049359;0;2989141768737748;3736827608346326;0;0;9.399856746183184e-05
【安心價】優品木之薈樟腦油-噴式;日用生活;149;優品;規格：525ml毫升x1x1bottle瓶;優品木之薈樟腦油-噴式 優品木之薈樟腦;0;1;5250;600;1496;0.00%;0;110740120010;ml;1;bottle;1490;0;0;volume;月;50106352940962555;0;4991171604543494;4534479628664632;0;0;0.009117861043797693
【安心價】優品木之薈樟腦油-補充瓶-525ml;日用生活;139;優品;規格：525ml毫升x1x1bottle瓶;優品木之薈樟腦油-補充瓶;0;1;5250;333;1506;0.00%;0;110740220010;ml;1;bottle;1390;0;0;volume;月;4941642422609304;0;2763913412209601;4462272029573983;0;0;0.009117861043797693
【安心價】優品森之萃香茅油-噴槍;日用生活;149;優品;規格：525ml毫升x1x1bottle瓶;優品森之萃香茅油-噴槍;0;1;5250;333;1509;0.00%;1;110740270010;ml;1;bottle;1490;0;0;volume;月;50106352940962555;0;2763913412209601;4534479628664632;0;0;0.009117861043797693
【安心價】優品森之萃香茅油-補充瓶-525ml;日用生活;149;優品;規格：525ml毫升x1x1bottle瓶;優品森之萃香茅油-補充瓶;0;1;5250;333;1513;0.00%;1;110740310010;ml;1;bottle;1490;0;0;volume;月;50106352940962555;0;2763913412209601;4534479628664632;0;0;0.009117861043797693
叮寧有機精油小黑蚊防蚊液-Baby-80ml;日用生活;300;叮寧;規格：80ml毫升x1x1bottle瓶;叮寧小黑蚊防蚊液;0;1;800;480;1550;0.00%;0;110768830010;ml;1;bottle;3000;0;0;volume;月;5707110264748875;0;3990156686640621;526340689859377;0;0;0.000751988539694655
叮嚀柚香長效防蚊液-可倒噴;日用生活;219;叮寧;規格：120ml毫升x1x1bottle瓶;叮嚀柚香長效防蚊液-可倒噴 防蚊液可倒噴;0;1;1200;480;1551;0.00%;0;110768860010;ml;1;bottle;2190;0;0;volume;月;5393627546352362;0;3990156686640621;49353174313202836;0;0;0.0015039770793893099
叮嚀柚香長效防蚊液-可倒噴;日用生活;219;叮寧;規格：120ml毫升x1x1bottle瓶;叮嚀清新長效防蚊液;0;1;1200;480;1554;0.00%;0;110768900010;ml;1;bottle;2190;0;0;volume;月;5393627546352362;0;3990156686640621;49353174313202836;0;0;0.0015039770793893099
叮寧清新長效滾珠防蚊液-50ml;日用生活;135;叮寧;規格：50ml毫升x1x1bottle瓶;叮嚀清新長效滾珠防蚊液 叮嚀滾珠防蚊液;0;1;500;480;1555;0.00%;0;110768910010;ml;1;bottle;1350;0;0;volume;月;4912654885736052;0;3990156686640621;44319338164215566;0;0;0.0001879971349236638
叮寧小黑蚊超長效防蚊液-90ml;日用生活;229;叮寧;規格：90ml毫升x1x1bottle瓶;叮寧小黑蚊超長效防蚊液_90ml;232;1;900;480;1567;1.29%;1;110769280010;ml;1;bottle;2290;2320;1293103448275862;volume;月;5438079308923196;54510384535657;3990156686640621;49818404268328625;5849202776852335;19576864953977195;0.0009399856746183187
橘子工坊天然濃縮制菌洗淨病毒洗衣精補充包;日用生活;199;橘子工坊;規格：1500ml毫升x1x1pack包;橘子工坊天然制菌濃縮洗衣粉;245;1;15000;360;1600;18.78%;0;111010050010;ml;1;pack;1990;2450;18775510204081634;volume;月;5298317366548036;55053315359323625;2989141768737748;4835566267116747;5907461629885232;2842507520936661;0.02744758169885491
橘子工坊天然濃縮制菌洗淨病毒洗衣精補充包;日用生活;199;橘子工坊;規格：1500ml毫升x1x1pack包;橘子工坊天然潔淨濃縮洗衣粉 潔淨濃縮洗衣粉;245;1;15000;360;1605;18.78%;0;111010160010;ml;1;pack;1990;2450;18775510204081634;volume;月;5298317366548036;55053315359323625;2989141768737748;4835566267116747;5907461629885232;2842507520936661;0.02744758169885491
橘子工坊天然濃縮制菌洗淨病毒洗衣精補充包;日用生活;199;橘子工坊;規格：1500ml毫升x1x1pack包;橘子工坊天然制菌洗衣粉補充包;245;1;15000;360;1619;18.78%;1;111010440010;ml;1;pack;1990;2450;18775510204081634;volume;月;5298317366548036;55053315359323625;2989141768737748;4835566267116747;5907461629885232;2842507520936661;0.02744758169885491
BioLead 經典香氛洗衣精 補(花園精靈);日用生活;99;台塑生醫;規格：1800ml毫升x1x1pc包;BioLead 經典香氛洗衣精 補 花園精靈;159;1;18000;600;1653;37.74%;1;111030110030;ml;1;pc;990;1590;37735849056603776;volume;月;4605170185988092;5075173815233827;4991171604543494;411012184588909;544588357355204;5712997068330452;0.033087495746564825
