title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;capacity_normalized
可瑞絲 胺基酸去屑洗髮精-舒敏止癢 600ml;美妝個清;189;KERASYS可瑞絲;規格：600ml毫升x1x1bottle瓶;可瑞絲頭皮去屑止癢舒敏洗髮精 止癢舒敏洗髮;215;1;6000;360;2252;12.09%;0;120003960010;ml;1;bottle;1890;2150;12093023255813954;volume;月;5247024072160486;5375278407684165;2989141768737748;4781882958140757;5767908932657406;18308162698045027;0.015694314906164377
潘婷奇蹟系列煥活根源洗髮露500ml;美妝個清;329;Pantene潘婷;規格：500ml毫升x1x1pc瓶;潘婷奇蹟系列煥活根源洗髮露;0;1;5000;360;2258;0.00%;1;120004050010;ml;1;pc;3290;0;0;volume;月;5799092654460526;0;2989141768737748;5359675214095826;0;0;0.013052174349571047
KAFEN卡氛極致洗髮精760ml;美妝個清;429;KA'FEN卡氛;規格：760ml毫升x1x1bottle瓶;KAFEN極致洗髮精;900;1;7600;360;2263;52.33%;1;120004210010;ml;1;bottle;4290;9000;5233333333333333;volume;月;6063785208687608;6803505257608338;2989141768737748;5636701136136534;7300458836260989;792297476759628;0.019921739796713706
KA'FEN卡氛蓬鬆乾洗髮噴霧小蒼蘭150ml;美妝個清;259;KA'FEN卡氛;規格：150ml毫升x1x1pc瓶;KAFEN蓬鬆乾洗髮霧(小蒼蘭)150 卡氛乾洗髮;399;1;1500;360;2264;35.09%;1;120004240010;ml;1;pc;2590;3990;3508771929824561;volume;月;5560681631015528;5991464547107982;2989141768737748;5110155412575992;6429103622160667;5312084993359892;0.0038046824014943944
曼秀雷敦頭皮去味洗髮精-550ml;美妝個清;149;曼秀雷敦;規格：550ml毫升x1x1pc瓶;曼秀雷敦頭皮去味洗髮精 曼秀去味洗髮精;165;1;5500;360;2265;9.70%;0;120004250010;ml;1;pc;1490;1650;9696969696969697;volume;月;50106352940962555;5111987788356544;2989141768737748;4534479628664632;5485386577548554;14680671254376434;0.014373244627867711
可瑞絲蜂膠活力光澤洗髮精-綠蜂膠;美妝個清;312;KERASYS可瑞絲;規格：1000ml毫升x1x1bottle瓶;可瑞絲蜂膠光澤活力洗髮精;0;1;10000;360;2276;0.00%;0;120004680010;ml;1;bottle;3120;0;0;volume;月;5746203190540153;0;2989141768737748;5304321361957581;0;0;0.026262877132537697
BOTANIST 植物性洗髮精清爽順滑 490ml;美妝個清;495;BOTANIST;規格：460ml毫升x1x1pc瓶;BTANIST植物性洗髮精清爽順滑 清爽順滑;550;1;4600;360;2280;10.00%;0;120004850010;ml;1;pc;4950;5500;100;volume;月;6206575926724928;6311734809152915;2989141768737748;578614519752561;6772767627112062;15139442231075695;0.011995318126933715
多芬輕潤保濕洗髮乳1L;美妝個清;209;Dove 多芬;規格：1000ml毫升x1x1pc瓶;多芬輕潤保濕洗髮乳;237;1;10000;300;2283;11.81%;0;120004460010;ml;1;pc;2090;2370;11814345991561181;volume;月;53471075307174685;5472270673671475;24886343097863107;4886629812349526;5871985878064949;1788626086371812;0.026262877132537697
美吾髮草本主義馬鞭草清爽豐盈洗髮精;美妝個清;259;美吾髮;規格：540ml毫升x1x1pc瓶;美吾髮草本主義馬鞭草清爽豐盈洗髮精;0;1;5400;360;2286;0.00%;0;120005020010;ml;1;pc;2590;0;0;volume;月;5560681631015528;0;2989141768737748;5110155412575992;0;0;0.014109030572208378
美吾髮草本主義金盞花保水柔順洗髮精540ml;美妝個清;259;美吾髮;規格：540ml毫升x1x1pc瓶;美吾髮草本主義金盞花保水柔順洗髮精;0;1;5400;360;2287;0.00%;0;120005040010;ml;1;pc;2590;0;0;volume;月;5560681631015528;0;2989141768737748;5110155412575992;0;0;0.014109030572208378
美吾髮草本主義洋甘菊舒緩修護洗髮精540ml;美妝個清;259;美吾髮;規格：540ml毫升x1x1pc瓶;美吾髮草本主義洋甘菊舒緩修護洗髮精;0;1;5400;360;2288;0.00%;0;120005050010;ml;1;pc;2590;0;0;volume;月;5560681631015528;0;2989141768737748;5110155412575992;0;0;0.014109030572208378
美吾髮草本主義咖啡因強健髮根洗髮精540ml;美妝個清;259;美吾髮;規格：540ml毫升x1x1pc瓶;美吾髮草本主義咖啡因強健髮根洗髮精;0;1;5400;360;2289;0.00%;0;120005070010;ml;1;pc;2590;0;0;volume;月;5560681631015528;0;2989141768737748;5110155412575992;0;0;0.014109030572208378
