title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;capacity_normalized
麗仕髮的補給膠原蛋白胺基酸保濕護髮乳;美妝個清;299;Lux麗仕;規格：450g克x1x1pc瓶;麗仕髮的補給膠原蛋白胺基酸護髮乳 膠原蛋白護髮;323;1;4500;360;2506;7.43%;1;120031130010;g;1;pc;2990;3230;7430340557275541;weight;月;5703782474656201;5780743515792329;2989141768737748;5259924049892291;6202990735228737;11249121162409186;0.24262915877738708
【Timotei蒂沐蝶】茶樹清爽植萃護髮乳;美妝個清;263;Timotei 蒂沐蝶;規格：500g克x1x1pc瓶;蒂沐蝶茶樹清爽植萃護髮乳;299;1;5000;360;2516;12.04%;0;120031340010;g;1;pc;2630;2990;12040133779264215;weight;月;5575949103146316;5703782474656201;2989141768737748;5126134273623341;6120408170574764;1822809098055937;0.26967811739248043
思波綺金耀瞬護髮膜-粉嫩版;美妝個清;299;思波綺;規格：180g克x1x1can罐;思波綺金耀瞬護髮膜;369;1;1800;360;2529;18.97%;1;120031670010;g;1;can;2990;3690;1897018970189702;weight;月;5703782474656201;591350300563827;2989141768737748;5259924049892291;6345447476870767;287198091104417;0.09656478225588315
GATSBY 造型髮雕霜-濕潤;美妝個清;128;GATSBY;規格：200g克x1x1bottle瓶;GATSBY 造型髮雕霜-濕潤 濕潤;135;1;2000;333;2533;5.19%;0;120040110010;g;1;bottle;1280;1350;5185185185185185;weight;月;4859812404361672;4912654885736052;2763913412209601;4376629135984274;5271493651006616;7850081156854065;0.10738436570192049
樂絲朵-L 保濕整髮造型乳;美妝個清;149;;規格：150g克x1x1bottle瓶;樂絲朵-L 立體持捲雙效乳 立體持捲雙效乳;0;1;1500;333;2534;0.00%;0;120040150010;g;1;bottle;1490;0;0;weight;月;50106352940962555;0;2763913412209601;4534479628664632;0;0;0.08033540708682717
GATSBY 強黏造型慕絲;美妝個清;189;GATSBY;規格：185g克x1x1bottle瓶;GATSBY 強黏造型慕絲 強黏造型慕絲;0;1;1850;333;2539;0.00%;1;120040320010;g;1;bottle;1890;0;0;weight;月;5247024072160486;0;2763913412209601;4781882958140757;0;0;0.09926967811739248
GATSBY 隨意塑型髮腊;美妝個清;188;GATSBY;規格：80g克x1x1can罐;GATSBY 隨意塑型髮腊 隨意塑型;203;1;800;333;2541;7.39%;0;120040400010;g;1;can;1880;2030;7389162561576355;weight;月;5241747015059643;5318119993844216;2763913412209601;4776360016200469;5706575453577947;11186779973701254;0.042466865025696514
GATSBY超強塑型髮腊攜帶型;美妝個清;90;GATSBY;規格：15g克x1x1bottle瓶;GATSBY 超強塑型髮腊 超強塑型;0;1;150;333;2542;0.00%;1;120040410010;g;1;bottle;900;0;0;weight;月;451085950651685;0;2763913412209601;4011416753805569;0;0;0.007303218826075196
GATSBY造型髮雕霜-強黏;美妝個清;128;GATSBY;規格：200g克x1x1bottle瓶;GATSBY 造型髮雕霜-強黏 強黏;135;1;2000;333;2544;5.19%;0;120040480010;g;1;bottle;1280;1350;5185185185185185;weight;月;4859812404361672;4912654885736052;2763913412209601;4376629135984274;5271493651006616;7850081156854065;0.10738436570192049
GATSBY 狂野塑型髮腊;美妝個清;188;GATSBY;規格：80g克x1x1can罐;GATSBY 狂野塑型髮腊 狂野塑型;203;1;800;333;2550;7.39%;0;120040630010;g;1;can;1880;2030;7389162561576355;weight;月;5241747015059643;5318119993844216;2763913412209601;4776360016200469;5706575453577947;11186779973701254;0.042466865025696514
GATSBY隨意塑型髮腊攜帶型;美妝個清;90;GATSBY;規格：15g克x1x1bottle瓶;GATSBY隨意塑型髮腊攜帶型 隨意髮腊攜帶型;0;1;150;333;2553;0.00%;1;120041520010;g;1;bottle;900;0;0;weight;月;451085950651685;0;2763913412209601;4011416753805569;0;0;0.007303218826075196
UNO絕對上進凝土;美妝個清;199;;規格：80g克x1x1pc個;UNO絕對上進凝土 絕對上進凝土;219;1;800;600;2554;9.13%;1;120041560010;g;1;pc;1990;2190;91324200913242;weight;月;5298317366548036;5393627546352362;4991171604543494;4835566267116747;5787598361335103;13825974640251776;0.042466865025696514
UNO極度洗練髮凍;美妝個清;199;;規格：80g克x1x1pc個;UNO極度洗練髮凍 極度洗練髮凍;219;1;800;360;2555;9.13%;1;120041570010;g;1;pc;1990;2190;91324200913242;weight;月;5298317366548036;5393627546352362;2989141768737748;4835566267116747;5787598361335103;13825974640251776;0.042466865025696514
UNO隨意帥性輕髮腊;美妝個清;199;UNO;規格：80g克x1x1can罐;UNO隨意帥性輕髮腊 UNO隨意髮腊;219;1;800;600;2561;9.13%;1;120041850010;g;1;can;1990;2190;91324200913242;weight;月;5298317366548036;5393627546352362;4991171604543494;4835566267116747;5787598361335103;13825974640251776;0.042466865025696514
UNO歷久彌堅髮蠟;美妝個清;199;;規格：80g克x1x1bottle瓶;UNO歷久彌堅髮蠟 UNO歷久髮蠟;219;1;800;360;2564;9.13%;1;120041950010;g;1;bottle;1990;2190;91324200913242;weight;月;5298317366548036;5393627546352362;2989141768737748;4835566267116747;5787598361335103;13825974640251776;0.042466865025696514
UNO強硬作風清爽定型慕斯;美妝個清;205;UNO;規格：180g克x1x1bottle瓶;UNO強硬作風清爽定型慕斯 UNO定型慕斯;250;1;1800;360;2566;18.00%;1;120041970010;g;1;bottle;2050;2500;180;weight;月;5327876168789581;55254529391317835;2989141768737748;48665023637866894;5929052775952314;2725099601593625;0.09656478225588315
566 美色護髮染髮霜補充盒-自然深栗80g;美妝個清;139;566;規格：80g克x1x1box盒;566 美色護髮染髮霜補充盒;161;1;800;333;2583;13.66%;1;120050030010;g;1;box;1390;1610;13664596273291925;weight;月;4941642422609304;5087596335232384;2763913412209601;4462272029573983;5459213481071502;20687436589047536;0.042466865025696514
566 美色護髮染髮霜補充盒-自然深栗80g;美妝個清;139;566;規格：80g克x1x1box盒;566 美色護髮染髮霜補充盒 自然深栗;161;1;800;333;2584;13.66%;1;120050030020;g;1;box;1390;1610;13664596273291925;weight;月;4941642422609304;5087596335232384;2763913412209601;4462272029573983;5459213481071502;20687436589047536;0.042466865025696514
566 美色護髮染髮霜補充盒-栗褐色80g;美妝個清;139;566;規格：80g克x1x1box盒;566 美色護髮染髮霜補充盒 栗褐色;161;1;800;333;2585;13.66%;1;120050030030;g;1;box;1390;1610;13664596273291925;weight;月;4941642422609304;5087596335232384;2763913412209601;4462272029573983;5459213481071502;20687436589047536;0.042466865025696514
566 美色護髮染髮霜補充盒-葡萄酒紅80g;美妝個清;139;566;規格：80g克x1x1box盒;566 美色護髮染髮霜補充盒 葡萄酒紅;161;1;800;333;2587;13.66%;0;120050030050;g;1;box;1390;1610;13664596273291925;weight;月;4941642422609304;5087596335232384;2763913412209601;4462272029573983;5459213481071502;20687436589047536;0.042466865025696514
566補色膏-新生白髮專用10g;美妝個清;199;566;規格：10g克x1x1pc支;566補色膏-新生白髮專用10g 補色膏-新生白髮;0;1;100;333;2588;0.00%;0;120050070010;g;1;pc;1990;0;0;weight;月;5298317366548036;0;2763913412209601;4835566267116747;0;0;0.004598322964565864
美吾髮葵花亮澤染髮霜-5N琥珀棕;美妝個清;250;美吾髮;規格：100g克x1x1pc盒;葵花亮澤染髮霜 5N 琥珀棕+20g;0;1;1000;360;2589;0.00%;0;120050090010;g;1;pc;2500;0;0;weight;月;55254529391317835;0;2989141768737748;5073285237365057;0;0;0.05328644847173385
美吾髮葵花亮澤染髮霜-4N暖栗棕;美妝個清;250;美吾髮;規格：100g克x1x1pc盒;葵花亮澤染髮霜 4N暖栗棕+20g;0;1;1000;360;2591;0.00%;0;120050090060;g;1;pc;2500;0;0;weight;月;55254529391317835;0;2989141768737748;5073285237365057;0;0;0.05328644847173385
美吾髮葵花亮澤染髮霜-4C薑餅亞麻棕;美妝個清;250;美吾髮;規格：100g克x1x1pc盒;葵花亮澤染髮霜 4C薑餅亞麻棕+20;0;1;1000;360;2592;0.00%;0;120050090070;g;1;pc;2500;0;0;weight;月;55254529391317835;0;2989141768737748;5073285237365057;0;0;0.05328644847173385
美吾髮葵花亮澤染髮霜-4N暖栗棕;美妝個清;250;美吾髮;規格：100g克x1x1pc盒;葵花亮澤染髮霜;0;1;1000;360;2594;0.00%;0;120050090100;g;1;pc;2500;0;0;weight;月;55254529391317835;0;2989141768737748;5073285237365057;0;0;0.05328644847173385
566美色護髮染髮霜110g-3A自然亮黑;美妝個清;159;566;規格：40g克x2x1box盒;566 美色護髮染髮霜 110g 3A-自然亮黑;172;1;400;333;2596;7.56%;1;120050150010;g;2;box;795;860;755813953488372;weight;月;4388257184424518;4465908118654584;2763913412209601;3883101768062441;4792114822032586;11442601686278141;0.020827698133621855
566美色護髮染髮霜110g-3自然亮黑;美妝個清;159;566;規格：40g克x2x1box盒;566 美色護髮染髮霜 110g 3-自然亮黑;172;1;400;333;2597;7.56%;1;120050150020;g;2;box;795;860;755813953488372;weight;月;4388257184424518;4465908118654584;2763913412209601;3883101768062441;4792114822032586;11442601686278141;0.020827698133621855
