item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_quantity_order_unique_frequency,total_demand,daily_mean,daily_std,total_order_freq,daily_freq_mean,cv2,adi,composite_metric,index_class_priority,item_class,item_initial_inventory
10010019001,波蜜低卡果菜汁TP250ml,32.0,17.0,14.0,7616.0,5.1,18,423.1,PCS,"[6, 12, 18, 36]","[15, 2, 17, 2]",492,14.470588235294118,7.832470464858946,36,1.0588235294117647,0.2929713554341752,0.6176470588235294,15.32179930795848,2,AX,139
10010023001,波蜜100蔬果汁TP160ml,33.0,16.0,10.0,5280.0,4.31,24,220.0,PCS,[6],[1],6,6.0,0.0,1,1.0,0.0,21.0,6.0,1,BY,24
10010026001,一日蔬果100葡萄蔬果汁 160ml,33.0,16.0,10.0,5280.0,4.39,24,220.0,PCS,"[6, 12, 18, 24, 48, 72, 96]","[44, 5, 2, 23, 5, 3, 1]",1464,21.529411764705884,31.566310488521932,83,1.2205882352941178,2.149727043364205,0.3088235294117647,26.27854671280277,0,AY,412
10010027001,一日蔬果100蘋果柳橙蔬果 160ml,33.0,16.0,10.0,5280.0,4.34,24,220.0,PCS,"[24, 96, 192, 288]","[2, 4, 1, 1]",912,304.0,249.79991993593592,8,2.6666666666666665,0.675207756232687,7.0,810.6666666666666,5,AZ,3789
10010035001,波蜜BCE果菜汁TP250ml,34.0,20.0,11.0,7480.0,6.61,24,311.7,PCS,"[6, 12, 18, 24, 30, 48, 54, 72]","[72, 14, 3, 234, 1, 91, 1, 3]",10938,38.92526690391459,30.74546601910726,419,1.491103202846975,0.6238769812695987,0.0747330960854092,58.041590152100405,0,AY,473
10010042001,義美寶吉蔬果汁葡萄莓果125ml,28.0,16.0,9.0,4032.0,3.42,24,168.0,PCS,"[6, 18, 24, 48]","[21, 3, 4, 2]",372,14.307692307692308,12.594504295983167,30,1.1538461538461535,0.7748595213319458,0.8076923076923077,16.50887573964497,0,AY,187
10010043001,義美寶吉蔬果汁蘋果柳橙125ml,28.0,16.0,9.0,4032.0,3.42,24,168.0,PCS,"[6, 12, 24]","[24, 2, 10]",408,12.75,8.853648783083365,36,1.125,0.482196673735908,0.65625,14.34375,2,AX,143
10010044001,一日蔬果100水蜜桃蘋果蔬果汁160ml,33.0,16.0,10.0,5280.0,4.38,24,220.0,PCS,[6],[2],12,6.0,0.0,2,1.0,0.0,10.5,6.0,1,BY,24
10011001001,光泉果汁時刻蘋果汁TP250ml,34.0,20.0,11.0,7480.0,6.59,24,311.7,PCS,"[6, 12, 18, 24, 48]","[54, 12, 3, 101, 40]",4866,27.647727272727277,22.265689054931784,210,1.193181818181818,0.6485648474049026,0.1193181818181818,32.98876549586777,0,AY,340
10011003001,樹頂100純蘋果汁200ml,33.0,16.0,13.0,6864.0,5.44,24,286.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 96]","[162, 56, 8, 18, 2, 3, 1, 4, 1]",2718,14.010309278350515,14.371095663776874,255,1.3144329896907216,1.0521661259945851,0.1082474226804123,18.415612711233926,0,AY,205
