item_code;cluster
31530107001;4
31530108001;3
31531002001;7
31531021001;4
31531022001;3
31531047001;3
31531056001;3
31531099001;1
31531124001;1
31532003001;3
31532060001;3
31532098001;1
31532099001;2
31532100001;2
31533003001;3
31533005001;7
31533008001;5
31533034001;3
31533085001;3
31533096001;3
31533097001;3
31533232001;2
31533233001;2
31533309001;3
31533891001;2
31533893001;4
31543032001;3
31544002001;3
31544040001;3
31544042001;4
31544043001;4
31544060001;3
31544075001;3
31544077002;3
31545002001;3
31545005001;4
31545006001;3
31545011001;3
31546020001;3
31552006001;3
31552017001;3
31553006001;3
31556012001;3
31563004001;4
31563016001;3
31564003001;4
31567002001;3
31567004001;4
31567010001;3
31567018001;2
31567025001;2
31567028001;4
31567030001;3
31567031001;2
31567037001;3
31567050001;3
31567051001;3
31567052001;1
31567053001;7
31567056001;3
31568007001;4
31568011001;3
31568012001;3
31568016001;4
31568019001;4
31568028001;4
31568043001;3
31568071001;3
31580049002;3
31581023001;3
31602031001;3
31602059001;3
31607015001;3
31611044001;3
31611047001;4
31620010001;3
31621001001;3
31621032001;4
31621043001;3
31623006001;3
31623026001;4
31623898001;3
31623901001;3
31623904001;4
31627899001;3
31628003001;3
31644022001;3
31660018001;3
31660025001;3
31660026001;1
31663045001;3
31670002001;3
31675047001;3
31675052001;3
31677014001;3
31677015001;3
31677016001;3
31677017001;3
31677021001;3
31677045001;3
31707014001;4
31707023001;3
31707041001;3
31707055001;3
31707075001;3
31707076001;3
31707941001;3
31709944001;3
31709974001;2
31753028001;3
31761004001;3
31762003001;3
31762007001;3
31762034001;3
31762901001;3
31801003001;3
31801024001;3
31802032001;4
31821064001;3
31821065001;3
31822063001;3
31827008001;3
31827020001;4
31827023001;2
31912024001;3
31914003001;4
32400180001;3
32403025003;3
32404004002;3
32404033001;3
32410009001;4
32410016001;3
32410019001;4
32410022001;3
32410035001;4
32410102001;3
32411076001;3
32412056001;3
32420004001;3
32420006001;3
32420014001;3
32420015001;3
32421010001;3
32421016001;3
32424001001;3
32431010001;3
32431020001;3
32431035001;4
32431036001;3
32431040001;3
32431067001;3
32470025001;3
32470079001;3
32470093001;3
32500008001;3
32501007001;3
32501008001;4
32501100001;2
32502011001;3
32503007002;3
32503035001;3
32504024001;3
32504025002;4
32504043002;4
32507026001;3
32507027001;4
32510002001;3
32511012001;3
32511021001;3
32514005001;3
32514096001;3
32517006001;4
32517009001;3
32523001001;3
32524032001;3
32600042001;3
33523001001;3
33524002001;3
33550920001;3
33550938001;4
33551004001;3
33551902001;1
33551908001;4
34122003001;3
34511006001;3
35122015001;3
35131010001;3
35300004001;3
35301005001;1
35301020001;3
35302003001;3
35302038001;3
35302040001;3
35311004001;3
35751018001;4
35751019001;1
35751021001;3
35752005001;3
41100017001;3
41201002001;3
41202003001;3
41212906001;3
41212916001;3
41220010001;3
41223010001;3
41223020001;3
41223066001;3
41232043001;3
41232047001;3
41232052001;3
41234002001;3
41234006001;3
41244001001;3
41300016001;4
41301002001;3
41302006001;3
41302008001;3
41302901001;3
41303011001;3
41303049001;3
41303054001;3
41310001001;3
41313936001;3
41332022001;3
41333047001;3
41401011001;3
41401022001;3
41401040001;3
41401071001;3
41414006001;3
41417001001;3
41417013001;3
41420006001;3
41422018001;3
41521020001;3
41521089001;3
41522003001;2
41522089001;3
41601012001;3
41601014001;3
41601020001;3
42014003001;3
42015012001;3
42613064001;3
60011899001;3
60013027009;3
60014001004;3
61062008001;3
61063005002;3
61064012003;3
61064195002;3
61064197001;3
61070019001;3
61080025003;3
61131059001;3
65011150001;3
65031011001;2
65031047001;3
65031053001;3
65031238001;3
65090016001;3
65103009001;4
65106030001;2
65106036001;3
65106084001;4
