title;category;capacity_unit;item_code;cluster_local;cluster_global;mixed_cluster;cluster_size;allocation_type
義美小蛋捲-原味;飲料零食;g;14133029001;0;6;6;163;common allocation
義美小蛋捲-芝麻;飲料零食;g;14133030001;0;6;6;163;common allocation
【限量】橘平屋蛋捲兩兩禮盒(原味+芝麻)(無提袋);飲料零食;g;14133899001;4;10;10;70;common allocation
西雅圖貝瑞斯塔極品咖啡蛋捲;飲料零食;g;14133914001;2;8;8;354;common allocation
【限量】橘平屋蛋捲兩兩禮盒(原味+芝麻)(無提袋);飲料零食;g;14133918001;2;8;8;354;common allocation
利全五香豆乾 210g;飲料零食;g;14200006001;0;6;6;163;common allocation
德昌滷肉豆乾;飲料零食;g;14200011001;2;8;8;354;common allocation
五香方乾;飲料零食;g;14200012001;4;10;10;70;common allocation
德昌沙茶豆乾;飲料零食;g;14200002001;0;6;6;163;common allocation
黃金比例古早味非基改豆干(沙茶);飲料零食;g;14200018001;2;8;8;354;common allocation
黃金比例古早味非基改豆干(滷肉);飲料零食;g;14200019001;0;6;6;163;common allocation
德昌五香豆乾;飲料零食;g;14200033001;2;8;8;354;common allocation
德昌豆乾-素食香菇;飲料零食;g;14200046001;0;6;6;163;common allocation
德昌豆乾-黑胡椒;飲料零食;g;14200047001;0;6;6;163;common allocation
德昌五香小丁豆干;飲料零食;g;14200049001;4;10;10;70;common allocation
四乘六香讚切干豆干;飲料零食;g;14200059001;4;10;10;70;common allocation
四乘六果汁大丁豆干;飲料零食;g;14200060001;1;7;7;97;common allocation
四乘六黑胡椒豆干;飲料零食;g;14200061001;2;8;8;354;common allocation
良澔大溪名產豆丁;飲料零食;g;14200069001;2;8;8;354;common allocation
四乘六蒜味滷條豆干300g;飲料零食;g;14200070001;1;7;7;97;common allocation
原味巡禮老滷豆干-麻辣板條;飲料零食;g;14200086001;0;6;6;163;common allocation
原味巡禮老滷豆干-大沙茶;飲料零食;g;14200087001;0;6;6;163;common allocation
原味巡禮老滷豆干-大板條;飲料零食;g;14200088001;0;6;6;163;common allocation
原味巡禮老滷豆干-包干(辣味);飲料零食;g;14200089001;2;8;8;354;common allocation
原味巡禮老滷豆干-香辣豆干;飲料零食;g;14200090001;0;6;6;163;common allocation
原味巡禮老滷豆干-滷肉珍味;飲料零食;g;14200091001;1;7;7;97;common allocation
原味巡禮老滷豆干-蒜茸豆絲;飲料零食;g;14200092001;0;6;6;163;common allocation
原味巡禮老滷豆干-大豆丁;飲料零食;g;14200093001;1;7;7;97;common allocation
原味巡禮老滷豆干-香Q豆絲;飲料零食;g;14200096001;1;7;7;97;common allocation
良澔大溪名產豆丁(辣味);飲料零食;g;14200119001;0;6;6;163;common allocation
新東陽麻辣牛肉乾;飲料零食;g;14201002001;1;7;7;97;common allocation
金安記香辣牛腱片;飲料零食;g;14201003001;4;10;10;70;common allocation
新東陽麻辣牛肉乾;飲料零食;g;14201013001;2;8;8;354;common allocation
成記五香牛肉乾;飲料零食;g;14201019001;4;10;10;70;common allocation
成記香辣牛肉乾;飲料零食;g;14201020001;0;6;6;163;common allocation
新東陽高粱酒原味牛肉乾-120g;飲料零食;g;14201021001;2;8;8;354;common allocation
新東陽高粱酒辣味牛肉乾-120g;飲料零食;g;14201022001;0;6;6;163;common allocation
新東陽高粱酒原味牛肉乾-120g;飲料零食;g;14201049001;5;11;11;80;common allocation
[限量]新東陽碳烤魷魚片;飲料零食;g;14202001001;2;8;8;354;common allocation
新東陽高粱酒辣味牛肉乾-120g;飲料零食;g;14202009001;2;8;8;354;common allocation
成記五香辣味豬肉乾;飲料零食;g;14202011001;1;7;7;97;common allocation
成記珍味豬肉乾(炭烤蜜汁);飲料零食;g;14202013001;2;8;8;354;common allocation
家樂福傳統香烤豬肉乾(原味);飲料零食;g;14202017001;3;9;9;43;common allocation
家樂福傳統香烤豬肉乾(辣味);飲料零食;g;14202018001;5;11;11;80;common allocation
成記香辣豬肉絲;飲料零食;g;14202023001;0;6;6;163;common allocation
珍珍魷魚絲;飲料零食;g;14203001001;2;8;8;354;common allocation
珍珍魷魚片;飲料零食;g;14203002001;1;7;7;97;common allocation
珍珍鱈魚香絲;飲料零食;g;14203003001;3;9;9;43;common allocation
珍珍魷魚片;飲料零食;g;14203004001;0;6;6;163;common allocation
東港海鮮-大豬公風味魚片;飲料零食;g;14203016001;5;11;11;80;common allocation
北海鱈魚香絲;飲料零食;g;14203017001;2;8;8;354;common allocation
北海鱈魚香絲- 麻辣;飲料零食;g;14203027001;2;8;8;354;common allocation
海味家族-蜜汁沙茶130g;飲料零食;g;14203032001;2;8;8;354;common allocation
台灣ㄚ環妹大豬公(魚干);飲料零食;g;14203048001;2;8;8;354;common allocation
鮮味本舖松板烤魚;飲料零食;g;14203053001;2;8;8;354;common allocation
鮮味本舖沙嗲魚;飲料零食;g;14203055001;3;9;9;43;common allocation
東港魚季-黑胡椒香魚;飲料零食;g;14203058001;2;8;8;354;common allocation
東港魚季-鐵板燒香魚;飲料零食;g;14203061001;1;7;7;97;common allocation
東港魚季-蜜沙茶魚片105g;飲料零食;g;14203062001;3;9;9;43;common allocation
東港魚季-燻烤香魚片105g;飲料零食;g;14203064001;0;6;6;163;common allocation
RSN鱈魚起士條(乾杯);飲料零食;g;14203065001;4;10;10;70;common allocation
【安心價】北海鱈魚香絲(寬條);飲料零食;g;14203078001;0;6;6;163;common allocation
東港海鮮-蜜汁沙茶;飲料零食;g;14203080001;0;6;6;163;common allocation
珍珍鱈魚香絲;飲料零食;g;14203083001;2;8;8;354;common allocation
東港海鮮-紅燒魚;飲料零食;g;14203089001;0;6;6;163;common allocation
【限量】橘平屋韓味海苔禮盒(無提袋);飲料零食;g;14204004001;5;11;11;80;common allocation
元本山味付84束;飲料零食;g;14204010001;5;11;11;80;common allocation
橘平屋日式海苔細片;飲料零食;g;14204022001;4;10;10;70;common allocation
元本山山葵風味對切海苔;飲料零食;g;14204025001;2;8;8;354;common allocation
[限量]橘平屋36束海苔經濟包28.8g;飲料零食;g;14204041001;2;8;8;354;common allocation
橘平屋新摘對切海苔-原味;飲料零食;g;14204044001;2;8;8;354;common allocation
橘平屋新摘對切海苔-辣味;飲料零食;g;14204051001;5;11;11;80;common allocation
【安心價】橘平屋岩燒海苔-原味4.2gx3;飲料零食;g;14204052001;4;10;10;70;common allocation
【安心價】橘平屋岩燒海苔-辣味4.2gx3;飲料零食;g;14204053001;1;7;7;97;common allocation
元本山味付對切海苔;飲料零食;g;14204054001;0;6;6;163;common allocation
元本山辣味對切海苔;飲料零食;g;14204055001;2;8;8;354;common allocation
小老板 海苔棒棒捲(原味) 3g x 9;飲料零食;g;14204061001;2;8;8;354;common allocation
小老板 海苔棒棒捲(辣味) 3g x 9;飲料零食;g;14204062001;2;8;8;354;common allocation
【限量】元本山朝鮮海苔18入(無提袋);飲料零食;g;14204065001;2;8;8;354;common allocation
岩燒海苔(量販包)4.6gx20;飲料零食;g;14204066001;5;11;11;80;common allocation
雋品HiBs 三切岩燒海苔-原味 30g;飲料零食;g;14204067001;5;11;11;80;common allocation
泰國小老板厚片海苔-辣味;飲料零食;g;14204070001;2;8;8;354;common allocation
泰國小老板厚片海苔-原味;飲料零食;g;14204071001;0;6;6;163;common allocation
泰國小老板厚片海苔-山葵;飲料零食;g;14204073001;2;8;8;354;common allocation
泰國小老板超大海苔-辣香味;飲料零食;g;14204077001;2;8;8;354;common allocation
泰國小老板超大海苔-經典味;飲料零食;g;14204078001;2;8;8;354;common allocation
家樂福麻油風味朝鮮海苔50g;飲料零食;g;14204083001;2;8;8;354;common allocation
家樂福芥末風味朝鮮海苔50g;飲料零食;g;14204086001;2;8;8;354;common allocation
【安心價】橘平屋岩燒海苔-原味4.2gx3;飲料零食;g;14204107001;1;7;7;97;common allocation
元本山朝鮮海苔湖鹽風味;飲料零食;g;14204118001;2;8;8;354;common allocation
雋品HiBs 三切岩燒海苔-戀之梅口味 30g;飲料零食;g;14204125001;0;6;6;163;common allocation
橘平海苔三明治-芝麻杏仁;飲料零食;g;14204126001;2;8;8;354;common allocation
家樂福無調味半切海苔;飲料零食;g;14204127001;1;7;7;97;common allocation
橘平屋岩燒海苔(卡通系列);飲料零食;g;14204129001;2;8;8;354;common allocation
家樂福原味半切海苔;飲料零食;g;14204131001;4;10;10;70;common allocation
家樂福辣味半切海苔;飲料零食;g;14204132001;2;8;8;354;common allocation
良澔片烤海苔-椒鹽口味;飲料零食;g;14204135001;4;10;10;70;common allocation
良澔酥爆海苔原味;飲料零食;g;14204136001;5;11;11;80;common allocation
韓味不二韓國海苔酥(原味)50g克 x 1PC包;飲料零食;g;14204148001;0;6;6;163;common allocation
良澔金朝鮮海苔-精選原味-36g;飲料零食;g;14204150001;0;6;6;163;common allocation
良澔日式無調味海苔;飲料零食;g;14204197001;1;7;7;97;common allocation
良澔酥爆海苔-唐辛子口味;飲料零食;g;14204198001;2;8;8;354;common allocation
橘平屋韓味海苔量販包;飲料零食;g;14204892001;2;8;8;354;common allocation
加州三葉葡萄乾250g;飲料零食;g;14210009001;0;6;6;163;common allocation
聖美多葡萄乾500G;飲料零食;g;14210010001;1;7;7;97;common allocation
加州三葉葡萄乾250g;飲料零食;g;14210015001;0;6;6;163;common allocation
太陽牌去籽加州梅-340g;飲料零食;g;14210021001;1;7;7;97;common allocation
手摘果物- 芒果乾;飲料零食;g;14210025001;1;7;7;97;common allocation
手摘果物- 芭樂乾;飲料零食;g;14210026001;2;8;8;354;common allocation
美麗果蔓越莓乾(全果粒)-200g;飲料零食;g;14210029001;1;7;7;97;common allocation
家樂福芒果乾145g;飲料零食;g;14210031001;4;10;10;70;common allocation
康健生機金牌黑棗(去籽)300g;飲料零食;g;14210034001;1;7;7;97;common allocation
良澔超大葡萄乾;飲料零食;g;14210035001;2;8;8;354;common allocation
聖美多葡萄乾500G;飲料零食;g;14210045001;1;7;7;97;common allocation
森之果物嚴選特大葡萄乾蔓越莓;飲料零食;g;14210046001;2;8;8;354;common allocation
森之果物嚴選蜜棗乾-300g;飲料零食;g;14210047001;2;8;8;354;common allocation
森之果物嚴選紅心芭樂乾;飲料零食;g;14210048001;5;11;11;80;common allocation
果漾天然鳳梨乾120g;飲料零食;g;14210051001;4;10;10;70;common allocation
家樂福芒果乾145g;飲料零食;g;14210056001;5;11;11;80;common allocation
甘草芭樂乾 50g;飲料零食;g;14210068001;3;9;9;43;common allocation
良澔葡萄乾梅子風味;飲料零食;g;14210084001;1;7;7;97;common allocation
果漾天然草莓乾80g;飲料零食;g;14210108001;2;8;8;354;common allocation
華陀御品堂 陳皮梅;飲料零食;g;14210110001;0;6;6;163;common allocation
森之果物嚴選特大葡萄乾蔓越莓;飲料零食;g;14210114001;2;8;8;354;common allocation
聯國葡萄乾;飲料零食;g;14210127001;1;7;7;97;common allocation
泰國頭等艙梅子;飲料零食;g;14211055001;2;8;8;354;common allocation
良澔仙楂梅160g;飲料零食;g;14213004001;4;10;10;70;common allocation
口福不淺蔬菜脆片-40g;飲料零食;g;14213008001;5;11;11;80;common allocation
口福不淺蔬菜脆片-40g;飲料零食;g;14213010001;2;8;8;354;common allocation
阿拉伯椰棗乾;飲料零食;g;14213055001;1;7;7;97;common allocation
樂事自然美味海鹽口味洋芋片70g;飲料零食;g;14213092001;4;10;10;70;common allocation
道地偉特糖;飲料零食;g;14220002001;2;8;8;354;common allocation
加倍佳Mini棒棒糖;飲料零食;g;14220005001;2;8;8;354;common allocation
道地的偉特焦糖夾心鮮奶油糖;飲料零食;g;14220085001;2;8;8;354;common allocation
KOPIKO咖啡風味糖果;飲料零食;g;14220086001;0;6;6;163;common allocation
加倍佳Mini棒棒糖;飲料零食;g;14220110001;2;8;8;354;common allocation
BF海鹽檸檬糖;飲料零食;g;14220140001;3;9;9;43;common allocation
BF薄荷岩鹽檸檬糖128G;飲料零食;g;14220141001;1;7;7;97;common allocation
森永嗨啾軟糖家庭包(特選);飲料零食;g;14220155001;4;10;10;70;common allocation
森永沖繩黑糖牛奶糖(家庭包)260g;飲料零食;g;14221113001;5;11;11;80;common allocation
晶晶荔枝椰果;飲料零食;g;14222001001;1;7;7;97;common allocation
義美噗啾益生菌果凍(草莓乳酸)247g;飲料零食;g;14222006001;5;11;11;80;common allocation
義美噗啾益生菌果凍(白葡萄)247g;飲料零食;g;14222019001;0;6;6;163;common allocation
義美噗啾益生菌果凍(蘋果)247g;飲料零食;g;14222025001;2;8;8;354;common allocation
Tarami美味蒟蒻果凍-白桃味;飲料零食;g;14222036001;5;11;11;80;common allocation
【安心價】盛香珍荔枝蒟蒻小椰果;飲料零食;g;14222042001;0;6;6;163;common allocation
【安心價】盛香珍綜合蒟蒻小椰果;飲料零食;g;14222043001;2;8;8;354;common allocation
旺旺吸C凍可吸果凍-草莓果汁;飲料零食;g;14222045001;3;9;9;43;common allocation
森永牛奶糖家庭號;飲料零食;g;14222046001;2;8;8;354;common allocation
旺旺吸C凍可吸果凍-葡萄果汁;飲料零食;g;14222048001;2;8;8;354;common allocation
皇族綜合果凍(葡萄+百香果);飲料零食;g;14222049001;0;6;6;163;common allocation
KAARO乳酸風味果凍條600g;飲料零食;g;14222053001;0;6;6;163;common allocation
Dr.Q葡萄蒟蒻;飲料零食;g;14222068001;2;8;8;354;common allocation
Dr.Q荔枝蒟蒻;飲料零食;g;14222072001;2;8;8;354;common allocation
皇族綜合優格果凍(草莓+水蜜桃)300g;飲料零食;g;14222087001;0;6;6;163;common allocation
Dr.Q葡萄蒟蒻;飲料零食;g;14222095001;1;7;7;97;common allocation
Dr.Q百香果蒟蒻265g;飲料零食;g;14222114001;0;6;6;163;common allocation
Jelly.B低卡蒟蒻果凍(水蜜桃味)150g克 x 1Bag包;飲料零食;g;14222119001;4;10;10;70;common allocation
Jelly.B低卡蒟蒻果凍(青葡萄味)150g克 x 1Bag包;飲料零食;g;14222120001;5;11;11;80;common allocation
Jelly.B低卡蒟蒻果凍(藍莓味)150g克 x 1Bag包;飲料零食;g;14222121001;2;8;8;354;common allocation
Jelly.B低卡蒟蒻果凍(水蜜桃味)150g克 x 1Bag包;飲料零食;g;14222122001;3;9;9;43;common allocation
KAARO水果乳酸風味果凍條 600g;飲料零食;g;14222137001;2;8;8;354;common allocation
盛香珍纖維果凍-葡萄果汁口味;飲料零食;g;14222141001;0;6;6;163;common allocation
盛香珍 零卡果凍-綜合口味;飲料零食;g;14222142001;0;6;6;163;common allocation
in果凍(膠原蛋白);飲料零食;g;14222896001;2;8;8;354;common allocation
in果凍(能量)180g;飲料零食;g;14222897001;2;8;8;354;common allocation
in果凍(維他命);飲料零食;g;14222898001;2;8;8;354;common allocation
義美噗啾益生菌果凍(原味)247g;飲料零食;g;14222999001;0;6;6;163;common allocation
哈瑞寶可樂Q軟糖分享包-250g;飲料零食;g;14223005001;2;8;8;354;common allocation
呦皮漢堡QQ糖;飲料零食;g;14223008001;4;10;10;70;common allocation
Skittles彩虹糖家庭號混合水果;飲料零食;g;14223018001;2;8;8;354;common allocation
乖乖QQ水果軟糖- 熱帶水果口味300g;飲料零食;g;14223037001;0;6;6;163;common allocation
乖乖QQ水果軟糖-綜合水果口味300g;飲料零食;g;14223039001;2;8;8;354;common allocation
一百份芒果QQ糖;飲料零食;g;14223045001;2;8;8;354;common allocation
麥克斯香烤特白棉花糖;飲料零食;g;14223046001;4;10;10;70;common allocation
一百份酸Q軟糖-黑加侖子味;飲料零食;g;14223048001;2;8;8;354;common allocation
良澔-白棉棉特大棉花糖;飲料零食;g;14223065001;2;8;8;354;common allocation
森永嗨啾軟糖家庭包(特選);飲料零食;g;14223080001;0;6;6;163;common allocation
一百份綜合水果味QQ軟糖;飲料零食;g;14223094001;2;8;8;354;common allocation
ACE無糖Q軟糖-48g;飲料零食;g;14223155001;4;10;10;70;common allocation
ACE無糖Q軟糖-48g;飲料零食;g;14223171001;3;9;9;43;common allocation
義美果汁QQ糖（綜合）;飲料零食;g;14223176001;2;8;8;354;common allocation
哈瑞寶金熊Q軟糖分享包;飲料零食;g;14223179001;0;6;6;163;common allocation
森永嗨啾軟糖家庭包(特選);飲料零食;g;14223215001;2;8;8;354;common allocation
哈瑞寶明星總動員Q軟糖分享包250g;飲料零食;g;14223247001;5;11;11;80;common allocation
良澔黑糖梅;飲料零食;g;14224002001;1;7;7;97;common allocation
良澔黃之梅;飲料零食;g;14224003001;2;8;8;354;common allocation
利口樂瑞士草本喉糖-檸檬風味70g;飲料零食;g;14225008001;2;8;8;354;common allocation
樺達喉糖-超涼薄荷;飲料零食;g;14225014001;5;11;11;80;common allocation
Airwaves超涼無糖薄荷糖-蜂蜜檸檬;飲料零食;g;14225016001;2;8;8;354;common allocation
Airwaves超涼無糖薄荷糖-蜂蜜檸檬;飲料零食;g;14225018001;3;9;9;43;common allocation
曼陀珠葡萄口味糖果;飲料零食;g;14225023001;0;6;6;163;common allocation
曼陀珠-綜合水果;飲料零食;g;14225029001;1;7;7;97;common allocation
曼陀珠-白薄荷;飲料零食;g;14225030001;2;8;8;354;common allocation
易口舒無糖薄荷錠-勁爽薄荷2入;飲料零食;g;14225035001;3;9;9;43;common allocation
易口舒無糖薄荷錠-清爽蜜桃2入;飲料零食;g;14225041001;3;9;9;43;common allocation
易口舒無糖薄荷錠-沁新檸檬2入;飲料零食;g;14225045001;1;7;7;97;common allocation
易口舒無糖薄荷錠-沁涼薄荷2入;飲料零食;g;14225052001;3;9;9;43;common allocation
易口舒無糖薄荷錠-勁爽薄荷2入;飲料零食;g;14225056001;5;11;11;80;common allocation
易口舒無糖薄荷錠-繽紛野莓31gx2;飲料零食;g;14225057001;4;10;10;70;common allocation
Extra木糖醇口香糖超值包-香甜葡萄口味62g;飲料零食;g;14226003001;2;8;8;354;common allocation
Airwaves Super重量包極酷薄荷;飲料零食;g;14226005001;2;8;8;354;common allocation
Airwaves口香糖超值包超涼薄荷;飲料零食;g;14226007001;2;8;8;354;common allocation
Airwaves口香糖超值包超涼薄荷;飲料零食;g;14226009001;0;6;6;163;common allocation
Extra潔淨口香糖超值包-清檸薄荷62g;飲料零食;g;14226012001;2;8;8;354;common allocation
Airwaves口香糖超值包冰釀葡萄;飲料零食;g;14226016001;5;11;11;80;common allocation
Airwaves無糖口香糖超涼薄荷五入裝;飲料零食;g;14226019001;5;11;11;80;common allocation
Extra潔淨口香糖超值包-薄荷62g;飲料零食;g;14226020001;1;7;7;97;common allocation
Extra木糖醇口香糖超值包-香濃密瓜62g;飲料零食;g;14226032001;5;11;11;80;common allocation
Airwaves Super重量包極酷薄荷;飲料零食;g;14226035001;5;11;11;80;common allocation
Extra潔淨口香糖超值包-薄荷62g;飲料零食;g;14226042001;0;6;6;163;common allocation
Airwaves無糖口香糖極酷薄荷五入裝;飲料零食;g;14226059001;1;7;7;97;common allocation
Airwaves口香糖超值包-蜂蜜檸檬62g;飲料零食;g;14226063001;5;11;11;80;common allocation
Airwaves Super重量包冰炫薄荷;飲料零食;g;14226067001;5;11;11;80;common allocation
Extra潔淨口香糖超值包-青蘋萊姆62g;飲料零食;g;14226100001;3;9;9;43;common allocation
曼陀珠桶裝;飲料零食;g;14227002001;0;6;6;163;common allocation
乖乖桶;飲料零食;g;14227005001;3;9;9;43;common allocation
義美葡萄QQ糖巧克球135g;飲料零食;g;14230034001;2;8;8;354;common allocation
本味誠現牛奶餅;飲料零食;g;14230431001;0;6;6;163;common allocation
77乳加372g;飲料零食;g;14231003001;2;8;8;354;common allocation
義美杏仁巧克球(黑可可)117g;飲料零食;g;14232107001;0;6;6;163;common allocation
鄭美香-鹹酥落花生;飲料零食;g;14240001001;3;9;9;43;common allocation
嘉禾大蠶豆-蒜味450g;飲料零食;g;14240008001;0;6;6;163;common allocation
嘉禾大蠶豆-蒜味450g;飲料零食;g;14240015001;1;7;7;97;common allocation
家樂福五香花生200g;飲料零食;g;14241001001;2;8;8;354;common allocation
家樂福蒜茸花生;飲料零食;g;14241002001;5;11;11;80;common allocation
家樂福芥末花生200g;飲料零食;g;14241004001;2;8;8;354;common allocation
家樂福麻辣花生;飲料零食;g;14241025001;5;11;11;80;common allocation
盛香珍竹炭花生90g;飲料零食;g;14241030001;2;8;8;354;common allocation
家樂福竹炭花生;飲料零食;g;14241032001;5;11;11;80;common allocation
盛香珍椒麻花生80g;飲料零食;g;14241033001;0;6;6;163;common allocation
泰源農場蒜味落花生;飲料零食;g;14241035001;4;10;10;70;common allocation
盛香珍蔥蒜花生100g;飲料零食;g;14241042001;2;8;8;354;common allocation
泰源農場-五香落花生-300g;飲料零食;g;14241043001;1;7;7;97;common allocation
泰源農場-香辣落花生-300g;飲料零食;g;14241044001;4;10;10;70;common allocation
盛香珍特級南瓜子150g;飲料零食;g;14242003001;0;6;6;163;common allocation
洽洽葵珍原味葵瓜子;飲料零食;g;14242007001;1;7;7;97;common allocation
原味翠果子;飲料零食;g;14242036001;1;7;7;97;common allocation
洽洽香瓜子;飲料零食;g;14242010001;2;8;8;354;common allocation
盛香珍特級香瓜子190g;飲料零食;g;14242039001;2;8;8;354;common allocation
翠果子MIDO 航空米果180g;飲料零食;g;14242042001;1;7;7;97;common allocation
青龍牌 藥膳田豆酥 350克;飲料零食;g;14242045001;1;7;7;97;common allocation
盛香珍芥末青豆240g;飲料零食;g;14242056001;4;10;10;70;common allocation
旺旺煎豆子-原味(全素)-160g;飲料零食;g;14242072001;1;7;7;97;common allocation
良澔芥末豆;飲料零食;g;14242081001;5;11;11;80;common allocation
洽洽焦糖瓜子160g;飲料零食;g;14242105001;2;8;8;354;common allocation
爆粒份子-蟹黃葵瓜子;飲料零食;g;14242126001;1;7;7;97;common allocation
盛香珍特級豐葵香瓜子焦糖口味;飲料零食;g;14242131001;0;6;6;163;common allocation
義美哇沙米脆皮青豆151g;飲料零食;g;14242144001;2;8;8;354;common allocation
義美濃蒜青豆-178g;飲料零食;g;14242145001;2;8;8;354;common allocation
義美濃蒜青豆-178g;飲料零食;g;14242150001;1;7;7;97;common allocation
義美芥末青豆 178g;飲料零食;g;14242151001;2;8;8;354;common allocation
盛香珍特級豐葵香瓜子桂圓紅棗;飲料零食;g;14242154001;0;6;6;163;common allocation
盛香珍豐葵香瓜子-日月潭紅茶風味;飲料零食;g;14242155001;3;9;9;43;common allocation
翠菓子-HELLO KITTY綜合米果14gx14;飲料零食;g;14242164001;1;7;7;97;common allocation
NO.1蟹黃風味蠶豆110g克;飲料零食;g;14242169001;5;11;11;80;common allocation
盛香珍鹹蛋黃葵瓜子仁110g;飲料零食;g;14242210001;1;7;7;97;common allocation
家樂福開心果;飲料零食;g;14243006001;4;10;10;70;common allocation
家樂福綜合纖果350g;飲料零食;g;14243007001;4;10;10;70;common allocation
萬歲牌椰棗核桃;飲料零食;g;14243009001;5;11;11;80;common allocation
盛香珍杏仁果;飲料零食;g;14243012001;1;7;7;97;common allocation
盛香珍腰果-蜜汁口味;飲料零食;g;14243013001;1;7;7;97;common allocation
家樂福蜜汁腰果350g;飲料零食;g;14243016001;2;8;8;354;common allocation
康健生機有機甘栗仁;飲料零食;g;14243017001;2;8;8;354;common allocation
萬歲牌薄鹽堅果綜合果;飲料零食;g;14243021001;4;10;10;70;common allocation
萬歲牌杏仁果;飲料零食;g;14243026001;2;8;8;354;common allocation
SUNNY RANCH 精選金沙腰果桶;飲料零食;g;14243028001;5;11;11;80;common allocation
SUNNY RANCH 精選綜合果乾堅果桶;飲料零食;g;14243031001;3;9;9;43;common allocation
萬歲牌熱帶纖果;飲料零食;g;14243036001;4;10;10;70;common allocation
萬歲牌夏威夷果;飲料零食;g;14243040001;1;7;7;97;common allocation
萬歲牌珍味雙果;飲料零食;g;14243020001;1;7;7;97;common allocation
萬歲牌綜合纖果;飲料零食;g;14243042001;2;8;8;354;common allocation
萬歲牌楓糖腰果;飲料零食;g;14243044001;2;8;8;354;common allocation
萬歲牌蜜汁腰果;飲料零食;g;14243045001;2;8;8;354;common allocation
萬歲牌香酥腰果;飲料零食;g;14243046001;2;8;8;354;common allocation
盛香珍開心果(內附隨手包);飲料零食;g;14243053001;2;8;8;354;common allocation
家樂福無調味腰果155g;飲料零食;g;14243054001;2;8;8;354;common allocation
盛香珍無調味杏仁果95g;飲料零食;g;14243055001;1;7;7;97;common allocation
萬歲牌珍珠開心果;飲料零食;g;14243058001;2;8;8;354;common allocation
萬歲牌珍珠開心果-蒜味;飲料零食;g;14243061001;0;6;6;163;common allocation
森之果物嚴選天然甘栗180g;飲料零食;g;14243076001;4;10;10;70;common allocation
SUNNY RANCH 精選鹽烤杏仁果桶;飲料零食;g;14243081001;2;8;8;354;common allocation
SUNNY RANCH 精選鹽烤杏仁果桶;飲料零食;g;14243088001;3;9;9;43;common allocation
萬歲牌珍珠開心果;飲料零食;g;14243094001;1;7;7;97;common allocation
盛香珍無調味核桃仁88g;飲料零食;g;14243106001;1;7;7;97;common allocation
盛香珍無調味腰果95g;飲料零食;g;14243107001;2;8;8;354;common allocation
萬歲牌楓糖腰果;飲料零食;g;14243108001;1;7;7;97;common allocation
萬歲牌杏仁果;飲料零食;g;14243110001;5;11;11;80;common allocation
萬歲牌酥脆雙果;飲料零食;g;14243111001;4;10;10;70;common allocation
盛香珍無調味夏威夷豆50g;飲料零食;g;14243120001;1;7;7;97;common allocation
Sunny Ranch每日堅果隨手包-無調味綜合堅果35gx7;飲料零食;g;14243129001;1;7;7;97;common allocation
家樂福無調味烘烤雙果;飲料零食;g;14243166001;2;8;8;354;common allocation
盛香珍小魚干花生80g;飲料零食;g;14244003001;2;8;8;354;common allocation
Sunny Ranch特選綜合堅果仁-1000g;飲料零食;g;14244005001;0;6;6;163;common allocation
盛香珍杏仁小魚;飲料零食;g;14244009001;0;6;6;163;common allocation
萬歲牌杏仁小魚;飲料零食;g;14244011001;2;8;8;354;common allocation
萬歲和風堅果綜合果;飲料零食;g;14244014001;2;8;8;354;common allocation
萬歲牌麻辣小魚花生綜合果;飲料零食;g;14244016001;2;8;8;354;common allocation
[限量]日本進口-味彩綜合豆果子360g;飲料零食;g;14244017001;2;8;8;354;common allocation
萬歲牌無調味綜合果;飲料零食;g;14244020001;0;6;6;163;common allocation
萬歲活力纖果綜合果;飲料零食;g;14244021001;2;8;8;354;common allocation
萬歲牌核桃小魚125G;飲料零食;g;14244022001;5;11;11;80;common allocation
萬歲牌活力六寶;飲料零食;g;14244025001;0;6;6;163;common allocation
Sunny Ranch特選鹽味綜合堅果;飲料零食;g;14244026001;0;6;6;163;common allocation
萬歲牌柿米果杏仁小魚;飲料零食;g;14244027001;2;8;8;354;common allocation
萬歲牌無調味綜合果;飲料零食;g;14244028001;0;6;6;163;common allocation
嘉禾素食蠶豆-450g;飲料零食;g;14244031001;1;7;7;97;common allocation
【限量】天天BITE綜合堅果25gx22(無提袋);飲料零食;g;14244034001;3;9;9;43;common allocation
Sunny Ranch 精選無調味綜合桶;飲料零食;g;14244039001;0;6;6;163;common allocation
Fungo無調味綜合堅果-350g;飲料零食;g;14244046001;1;7;7;97;common allocation
義美好食堅果-烘焙綜合果168g;飲料零食;g;14244049001;2;8;8;354;common allocation
萬歲牌杏仁小魚;飲料零食;g;14244050001;4;10;10;70;common allocation
萬歲牌蔓莓纖果;飲料零食;g;14244051001;3;9;9;43;common allocation
萬歲牌蒜香花生綜合果;飲料零食;g;14244052001;0;6;6;163;common allocation
家樂福小魚乾花生;飲料零食;g;14244053001;2;8;8;354;common allocation
萬歲牌杏仁小魚;飲料零食;g;14244059001;2;8;8;354;common allocation
Sunny Ranch 精選鹽味綜合桶(淡鹽)600g;飲料零食;g;14244062001;5;11;11;80;common allocation
【限量】Sunny Ranch 每日堅果35gx20(無提袋);飲料零食;g;14244092001;5;11;11;80;common allocation
萬歲牌無調味綜合果;飲料零食;g;14244896001;2;8;8;354;common allocation
