title;category;capacity_unit;item_code;cluster_local;cluster_global;mixed_cluster;cluster_size;allocation_type
萬歲海苔杏仁小魚盒裝;飲料零食;g;14244898001;2;8;8;354;common allocation
萬歲牌養生八寶;飲料零食;g;14244906001;2;8;8;354;common allocation
Sunny Ranch特選無調味綜合堅果;飲料零食;g;14244056001;5;11;11;80;common allocation
萬歲牌香脆杏仁小魚;飲料零食;g;14244918001;0;6;6;163;common allocation
萬歲牌無調味綜合果;飲料零食;g;14244919001;2;8;8;354;common allocation
清淨生活天然綜合堅果純素;飲料零食;g;14244930001;4;10;10;70;common allocation
Sunny Ranch 無調味綜合堅果1130G;飲料零食;g;14244999001;2;8;8;354;common allocation
【半天水】鮮剖100%純椰汁24瓶〈含果肉/520ml/瓶/易開罐〉免運;飲料零食;pcs;10014005001;2;14;14;1;random allocation
【限量】白蘭氏雙認證雞精禮盒68mlx12(獨立包裝);飲料零食;bo;10023083001;1;13;13;3;common allocation
桂格雙效活靈芝禮盒60ml*8;飲料零食;bo;10904008001;1;13;13;3;common allocation
桂格養氣人蔘禮盒60mlx8;飲料零食;bo;10904021001;3;15;15;3;common allocation
桂格養氣人蔘禮盒60mlx8;飲料零食;bo;10904899001;3;15;15;3;common allocation
【山海屯】自然果實-愛文芒果乾110g;飲料零食;pcs;14210019001;1;13;13;3;common allocation
懷舊復刻茶食 澎湖特產 (大蒜花生160g/鹹酥花生(全素)170g) 口味任選 [6包免運組];飲料零食;pcs;14240014001;3;15;15;3;common allocation
[帕莎蒂娜] 咖啡核桃吐司 (6片);飲料零食;pcs;14244012001;0;12;12;1;random allocation
D300滑輪整理箱-SS;傢俱寢飾;pc;31660018001;1;17;17;8;common allocation
CF400(小)滑輪整理箱;傢俱寢飾;pc;31660025001;5;21;21;3;common allocation
CF601(中)滑輪整理箱;傢俱寢飾;pc;31660026001;5;21;21;3;common allocation
米娜防潑水三門一抽廚房櫃<DIY組裝商品>;傢俱寢飾;pc;31663045001;1;17;17;8;common allocation
TLR-05 你可5號收納盒;傢俱寢飾;pc;31670002001;3;19;19;6;common allocation
純白牛奶附蓋收納盒-直角5號;傢俱寢飾;pc;31675047001;1;17;17;8;common allocation
純白牛奶附蓋收納盒-圓角4號;傢俱寢飾;pc;31675052001;2;18;18;5;common allocation
DT31總理萬用籃;傢俱寢飾;pc;31677014001;0;16;16;6;common allocation
【收納】DT21總理萬用籃;傢俱寢飾;pc;31677015001;3;19;19;6;common allocation
【收納】DT-38 深型特大總理萬用籃;傢俱寢飾;pc;31677016001;0;16;16;6;common allocation
DT41總理萬用籃;傢俱寢飾;pc;31677017001;5;21;21;3;common allocation
OPEN整理收納盒;傢俱寢飾;pc;31677021001;1;17;17;8;common allocation
DT-25 總理25萬用籃;傢俱寢飾;pc;31677045001;2;18;18;5;common allocation
厚珍珠椅-紅色;傢俱寢飾;pc;31801003001;3;19;19;6;common allocation
【椅子】大四方椅27.5x27.5x47.5cm;傢俱寢飾;pc;31801024001;4;20;20;2;common allocation
美好小折椅-藍色 CH00106-B;傢俱寢飾;pc;31802032001;0;16;16;6;common allocation
美背加厚板二層空櫥櫃;傢俱寢飾;pc;31821064001;0;16;16;6;common allocation
美背二層空櫥;傢俱寢飾;pc;31821065001;1;17;17;8;common allocation
美背三層空櫥<DIY組裝商品>;傢俱寢飾;pc;31822063001;2;18;18;5;common allocation
美背加厚板三層空櫥櫃;傢俱寢飾;pc;31822064001;3;19;19;6;common allocation
美背加厚板四層空櫥櫃;傢俱寢飾;pc;31823049001;3;19;19;6;common allocation
洞洞網烤漆四層架-黑色<DIY組裝商品>;傢俱寢飾;set;31827008001;1;17;17;8;common allocation
波浪四層輕型鐵力士架;傢俱寢飾;pc;31827020001;2;18;18;5;common allocation
波浪四層中型鐵力士架(實際出貨不含陳列佈置物);傢俱寢飾;pc;31827023001;0;16;16;6;common allocation
超細纖柔絲綿雙人被套-花色隨機出貨;傢俱寢飾;pc;65011150001;3;19;19;6;common allocation
英倫風抗菌可水洗枕;傢俱寢飾;pc;65031011001;0;16;16;6;common allocation
天然防蹣防蚊健康枕-支撐型;傢俱寢飾;pc;65031047001;1;17;17;8;common allocation
新型防蚊抑菌健康枕;傢俱寢飾;pc;65031053001;2;18;18;5;common allocation
緹花竹炭枕;傢俱寢飾;pc;65031238001;4;20;20;2;common allocation
防蹣抗菌潔淨保潔墊-雙人;傢俱寢飾;pc;65090016001;1;17;17;8;common allocation
嬌生嬰兒活力亮澤洗髮露;嬰童保健;ml;12150004001;1;23;23;5;common allocation
嬌生嬰兒柔亮洗髮露500ml;嬰童保健;ml;12150005001;0;22;22;7;common allocation
嬌生嬰兒牛奶純米沐浴乳;嬰童保健;ml;12150007001;0;22;22;7;common allocation
花王兒童洗髮精;嬰童保健;ml;12150009001;5;27;27;3;common allocation
依必朗兒童抗菌洗髮乳;嬰童保健;ml;12150016001;3;25;25;5;common allocation
嬌生嬰兒活力亮澤洗髮露;嬰童保健;ml;12150039001;0;22;22;7;common allocation
依必朗兒童抗菌洗髮乳;嬰童保健;ml;12151006001;0;22;22;7;common allocation
依必朗兒童抗菌洗髮乳;嬰童保健;ml;12151015001;6;28;28;3;common allocation
嬌生嬰兒牛奶純米沐浴乳;嬰童保健;ml;12151088001;2;24;24;5;common allocation
嬌生嬰兒甜夢沐浴露;嬰童保健;ml;12151089001;2;24;24;5;common allocation
嬌生嬰兒牛奶純米沐浴乳;嬰童保健;ml;12151092001;0;22;22;7;common allocation
嬌生嬰兒活力亮澤洗髮露;嬰童保健;ml;12151093001;2;24;24;5;common allocation
嬌生嬰兒蜜桃水嫩沐浴露;嬰童保健;ml;12151091001;2;24;24;5;common allocation
嬌生嬰兒甜夢沐浴露;嬰童保健;ml;12151096001;3;25;25;5;common allocation
嬌生嬰兒蜜桃水嫩沐浴露;嬰童保健;ml;12151110001;0;22;22;7;common allocation
嬌生嬰兒潤膚油 (清爽配方);嬰童保健;ml;12152004001;2;24;24;5;common allocation
嬌生嬰兒潤膚油 (滋養配方);嬰童保健;ml;12152005001;1;23;23;5;common allocation
嬌生嬰兒甜夢潤膚乳;嬰童保健;ml;12152062001;3;25;25;5;common allocation
紐力活葡萄糖胺液(液態食品);嬰童保健;ml;12322054001;0;22;22;7;common allocation
【限量】桂格完膳營養素白藜蘆醇237mlx6入;嬰童保健;ml;12327002001;4;26;26;5;common allocation
【保健食品】桂格完膳營養素_纖穀口味;嬰童保健;ml;12327009001;3;25;25;5;common allocation
桂格完膳營養素白藜蘆醇24入;嬰童保健;ml;12327022001;4;26;26;5;common allocation
桂格完膳營養素糖尿病適用無糖100鉻-250mlx8;嬰童保健;ml;12327023001;4;26;26;5;common allocation
亞培安素升級配方草莓減甜口味24入;嬰童保健;ml;12327025001;4;26;26;5;common allocation
桂格完膳營養素香草口味(低糖少甜)250mlx24;嬰童保健;ml;12327048001;3;25;25;5;common allocation
桂格完膳營養素白藜蘆醇24入;嬰童保健;ml;12327050001;1;23;23;5;common allocation
亞培原味安素均衡營養升級配方24入;嬰童保健;ml;12327057001;4;26;26;5;common allocation
亞培葡勝納SR菁選糖尿病營養品原味24入;嬰童保健;ml;12327058001;1;23;23;5;common allocation
桂格完膳營養素植物蛋白配方-250mlx24;嬰童保健;ml;12327059001;1;23;23;5;common allocation
桂格完膳營養素原味無糖24入;嬰童保健;ml;12327063001;6;28;28;3;common allocation
三多補体康C經典配方24入;嬰童保健;ml;12327064001;5;27;27;3;common allocation
亞培原味安素均衡營養升級配方14入禮盒;嬰童保健;ml;12327077001;6;28;28;3;common allocation
桂格完膳營養素糖尿病適用無糖100鉻24入;嬰童保健;ml;12327088001;5;27;27;3;common allocation
台糖大豆卵磷脂200g;嬰童保健;g;12321040001;3;32;32;3;common allocation
三多魚膠原蛋白C-盒裝28入;嬰童保健;g;12323109001;3;32;32;3;common allocation
台塑生醫-舒暢益生菌;嬰童保健;g;12325047001;1;30;30;4;common allocation
紅牛聰勁即溶乳清蛋白-可可風味;嬰童保健;g;12326005001;2;31;31;8;common allocation
【保健食品】三多補體健;嬰童保健;g;12327007001;2;31;31;8;common allocation
愛基均衡及糖尿病配方營養素;嬰童保健;g;12327014001;2;31;31;8;common allocation
亞培安素優能基升級配方(香草口味);嬰童保健;g;12327015001;2;31;31;8;common allocation
桂格完膳營養素全新均衡營養配方;嬰童保健;g;12327027001;0;29;29;4;common allocation
桂格完膳營養素糖尿病穩健配方900g;嬰童保健;g;12327028001;5;34;34;2;common allocation
桂格機能燕麥片700g;嬰童保健;g;12327040001;0;29;29;4;common allocation
[正光藥局]三多-偉力健-綜合優蛋白粉 500g;嬰童保健;g;12327052001;2;31;31;8;common allocation
亞培安素優能基香草少甜2入促銷組;嬰童保健;g;12327054001;5;34;34;2;common allocation
桂格完膳營養素全新均衡營養配方;嬰童保健;g;12327056001;1;30;30;4;common allocation
亞培安素優能基香草少甜2入促銷組;嬰童保健;g;12327062001;4;33;33;3;common allocation
台糖大豆卵磷脂200g;嬰童保健;g;12327086001;3;32;32;3;common allocation
三多膠原蛋白-300g;嬰童保健;g;12343304001;1;30;30;4;common allocation
桂格成長奶粉三益菌配方1.5kg;嬰童保健;g;14411001001;4;33;33;3;common allocation
豐力富Nature 3-7歲兒童奶粉;嬰童保健;g;14411015001;2;31;31;8;common allocation
豐力富Nature 1-3歲幼兒成長奶;嬰童保健;g;14411016001;1;30;30;4;common allocation
桂格三益菌小朋友奶粉-1500g;嬰童保健;g;14411023001;2;31;31;8;common allocation
桂格敏兒HA麥精纖果順暢配方;嬰童保健;g;14412023001;0;29;29;4;common allocation
子母牌愛美斯900g;嬰童保健;g;14412037001;0;29;29;4;common allocation
桂格有機米精300G;嬰童保健;g;14412060001;2;31;31;8;common allocation
桂格幼兒多力羊奶;嬰童保健;g;14413010001;4;33;33;3;common allocation
來復易漏尿專用棉墊多量型120cc16片;嬰童保健;pc;12120040001;2;37;37;3;common allocation
來復易漏尿專用棉墊中量型80cc20片;嬰童保健;pc;12120041001;0;35;35;13;common allocation
康乃馨替換式紙尿片32片;嬰童保健;pc;12130001001;0;35;35;13;common allocation
來復易整夜一片安心成人紙尿片;嬰童保健;pc;12130004001;4;39;39;14;common allocation
安安床墊型看護墊超大尺寸160x70cm;嬰童保健;pc;12130006001;1;36;36;23;common allocation
來復易防漏安心復健褲L;嬰童保健;pc;12130008001;1;36;36;23;common allocation
來復易防漏安心復健褲L;嬰童保健;pc;12130010001;1;36;36;23;common allocation
[安親]輕鬆好固定看護墊XXL號 60x90CM(8+1片x12包/箱);嬰童保健;pcs;12130011001;5;40;40;12;common allocation
安安看護墊XXL-60x90cm;嬰童保健;pc;12130012001;0;35;35;13;common allocation
來復易防漏安心復健褲M;嬰童保健;pc;12130014001;3;38;38;8;common allocation
安安立體抽換式尿片乾爽柔膚型;嬰童保健;pc;12130016001;5;40;40;12;common allocation
來復易防漏安心復健褲XL;嬰童保健;pc;12130026001;1;36;36;23;common allocation
來復易輕薄安心活力褲大號16片;嬰童保健;pc;12130031001;1;36;36;23;common allocation
日本利護樂長時間安心復健褲L號18片;嬰童保健;pc;12130032001;1;36;36;23;common allocation
來復易輕薄安心活力褲特大號14片;嬰童保健;pc;12130035001;4;39;39;14;common allocation
安親成人紙尿褲L(含漢方本草);嬰童保健;pc;12130038001;0;35;35;13;common allocation
安親成人紙尿褲M(含漢方本草);嬰童保健;pc;12130039001;1;36;36;23;common allocation
來復易復健褲長時間安心XL號;嬰童保健;pc;12130041001;1;36;36;23;common allocation
來復易防漏安心復健褲L;嬰童保健;pc;12130042001;3;38;38;8;common allocation
來復易柔適安心紙尿片;嬰童保健;pc;12130045001;1;36;36;23;common allocation
安安成人紙尿褲-淨爽型M;嬰童保健;pc;12130046001;5;40;40;12;common allocation
安安成人紙尿褲淨爽型L-XL;嬰童保健;pc;12130047001;4;39;39;14;common allocation
來復易復健褲長時間安心L號;嬰童保健;pc;12130048001;5;40;40;12;common allocation
來復易復健褲長時間安心L號;嬰童保健;pc;12130049001;5;40;40;12;common allocation
安爽特級乾爽成人紙尿褲M-L30P;嬰童保健;pc;12130051001;0;35;35;13;common allocation
安爽特級乾爽成人紙尿褲L-XL24;嬰童保健;pc;12130052001;0;35;35;13;common allocation
安親貼身舒適活力褲L-XL-16PC;嬰童保健;pc;12130071001;5;40;40;12;common allocation
來復易長時間舒適看護墊超大型;嬰童保健;pc;12130075001;3;38;38;8;common allocation
來復易清爽俐落褲M;嬰童保健;pc;12130084001;1;36;36;23;common allocation
來復易呵護透氣黏貼紙尿褲 L;嬰童保健;pc;12130085001;4;39;39;14;common allocation
來復易呵護透氣黏貼紙尿褲 M;嬰童保健;pc;12130086001;1;36;36;23;common allocation
來復易呵護透氣黏貼紙尿褲XL;嬰童保健;pc;12130088001;1;36;36;23;common allocation
來復易清爽俐落褲L;嬰童保健;pc;12130089001;4;39;39;14;common allocation
康乃馨替換式紙尿片經濟型30片;嬰童保健;pc;12130110001;4;39;39;14;common allocation
康乃馨替換式紙尿片經濟型30片;嬰童保健;pc;12130111001;5;40;40;12;common allocation
康乃馨成人看護墊經濟型;嬰童保健;pc;12130112001;3;38;38;8;common allocation
康乃馨成人看護墊經濟型;嬰童保健;pc;12130113001;0;35;35;13;common allocation
幫寶適極上守護新生禮盒組(初生+小);嬰童保健;pc;12230008001;2;37;37;3;common allocation
滿意寶寶極上呵護新生兒;嬰童保健;pc;12230999001;0;35;35;13;common allocation
妙而舒瞬吸舒爽紙尿褲 S (78片/入）;嬰童保健;pc;12231005001;1;36;36;23;common allocation
幫寶適極上守護黏貼M 152片;嬰童保健;pc;12232010001;0;35;35;13;common allocation
滿意寶寶極上呵護S;嬰童保健;pc;12232017001;0;35;35;13;common allocation
妙而舒瞬吸舒爽紙尿褲 M66片;嬰童保健;pc;12232999001;3;38;38;8;common allocation
滿意寶寶極上呵護輕巧褲L-36PC;嬰童保健;pc;12233011001;1;36;36;23;common allocation
妙而舒瞬吸舒爽紙尿褲 L52片;嬰童保健;pc;12233023001;4;39;39;14;common allocation
滿意活潑寶寶紙尿褲L號44+2片;嬰童保健;pc;12233028001;0;35;35;13;common allocation
幫寶適極上守護黏貼M 152片;嬰童保健;pc;12233034001;5;40;40;12;common allocation
妙而舒極透舒膚妙兒褲L;嬰童保健;pc;12233035001;4;39;39;14;common allocation
幫寶適極上守護黏貼M 152片;嬰童保健;pc;12234005001;1;36;36;23;common allocation
妙而舒瞬吸舒爽紙尿褲 XL44片;嬰童保健;pc;12234029001;3;38;38;8;common allocation
幫寶適極上守護黏貼M 152片;嬰童保健;pc;12234038001;1;36;36;23;common allocation
[箱購]幫寶適清新幫黏貼型紙尿褲 L46PC片 x 4Bag袋;嬰童保健;pc;12234901001;4;39;39;14;common allocation
幫寶適清新幫拉拉褲 XXL;嬰童保健;pc;12234915001;0;35;35;13;common allocation
幫寶適清新幫拉拉褲 XXL;嬰童保健;pc;12234916001;0;35;35;13;common allocation
[箱購]滿意寶寶瞬潔乾爽輕巧褲XL號38片x4袋(新舊包裝,以實際出貨為主);嬰童保健;pc;12234920001;1;36;36;23;common allocation
滿意寶寶瞬潔乾爽輕巧褲XXL號26片;嬰童保健;pc;12234921001;4;39;39;14;common allocation
幫寶適極上守護黏貼M 152片;嬰童保健;pc;12234934001;1;36;36;23;common allocation
家樂福超值螺旋棉花棒;嬰童保健;pc;12301001001;5;40;40;12;common allocation
【安心價】菲力家族棉花棒600支;嬰童保健;pc;12301004001;2;37;37;3;common allocation
菲力家族棉花棒細軸200支*2;嬰童保健;pc;12301010001;5;40;40;12;common allocation
【安心價】菲力家族棉花棒600支;嬰童保健;pc;12301011001;3;38;38;8;common allocation
家樂福超值螺旋棉花棒;嬰童保健;pc;12301023001;3;38;38;8;common allocation
家樂福超值塑軸棉花棒;嬰童保健;pc;12301027001;1;36;36;23;common allocation
三多金盞花葉黃素Plus蝦紅素軟膠囊;嬰童保健;pc;12320030001;1;36;36;23;common allocation
三多女性B群+鐵鎂糖衣錠;嬰童保健;pc;12323010001;4;39;39;14;common allocation
三多男性薑黃鋅複方錠;嬰童保健;pc;12324139001;4;39;39;14;common allocation
National Vita顧可飛黃金比例金盞花葉黃素軟膠-45PC錠;嬰童保健;pc;12326002001;5;40;40;12;common allocation
三多素食金盞花葉黃素植物性膠囊;嬰童保健;pc;12326090001;1;36;36;23;common allocation
三多金盞花葉黃素複方-100PC粒;嬰童保健;pc;12326152001;5;40;40;12;common allocation
【三多士】消化酵素Plus膜衣錠60錠(4盒組);嬰童保健;pcs;12326167001;1;36;36;23;common allocation
風獅爺 一條根貼布(熱)7PC片;嬰童保健;pc;12344036001;4;39;39;14;common allocation
風獅爺 一條根貼布(涼)7PC片;嬰童保健;pc;12344037001;4;39;39;14;common allocation
[佑全保健藥妝]孕哺兒金選優敏配方豐暢卵磷脂粉末4g*60包/盒;嬰童保健;pc;14411901001;1;36;36;23;common allocation
威猛先生地板瓶裝-芬多精;日用生活;ml;11010001001;3;44;44;59;common allocation
清淨海環保地板清潔劑;日用生活;ml;11010007001;0;41;41;40;common allocation
威猛先生地板清潔劑完美花香;日用生活;ml;11010012001;3;44;44;59;common allocation
地板魔術靈除菌EX草本香補充包;日用生活;ml;11010013001;0;41;41;40;common allocation
威猛先生地板清潔劑-清新早晨;日用生活;ml;11010019001;4;45;45;28;common allocation
威猛先生地板補充包完美花香;日用生活;ml;11010020001;4;45;45;28;common allocation
地板魔術靈除菌EX草本香補充包;日用生活;ml;11010021001;3;44;44;59;common allocation
威猛先生地板補充包-芬多精;日用生活;ml;11010022001;4;45;45;28;common allocation
威猛先生地板補充包-檸檬;日用生活;ml;11010023001;4;45;45;28;common allocation
