item_code;註記;(箱)長cm;(箱)寬cm;(箱)高cm;(箱)重量;箱入數;板入數;庫存量;庫存單位;庫存換算(箱);目前庫存(PCS)
12106042001;Ora2 Me淨澈氣息口香噴劑 青葡萄薄荷;12;5;13;0.5;6;2600;12;PCS;2;12
12106043001;3M 細滑牙線棒盒裝促銷包;39;25;20;3.712;24;70;63;PCS;2.7;111
12106044001;3M 細滑牙線棒散裝超值量販包;40;25;18;2.228;18;96;252;PCS;14;45
12106046001;惠百施牙間刷 I型 S 號 惠百施牙間刷 I;20;17;22;0.56;24;200;48;PCS;2;48
12106047001;惠百施牙間刷I型SS號 惠百施牙間刷I;20;17;22;0.56;24;200;48;PCS;2;48
12106048001;惠百施牙間刷I型SSS號 惠百施牙間刷I;20;17;22;0.56;24;200;48;PCS;2;47
12106049001;Jordan愛護地球環保兒童牙線棒 環保兒童牙線棒;22;15;23;0.3;4;252;8;PCS;2;8
12106050001;惠百施牙間刷L型SS號 惠百施牙間刷L;20;17;22;0.8;24;200;48;PCS;2;47
12106051001;惠百施牙間刷L型SSS號 惠百施牙間刷L;20;17;22;0.8;24;200;48;PCS;2;43
12106054001;Ora2 Me淨澈氣息口香噴劑 清爽薄荷;12;5;13;0.128;6;2600;12;PCS;2;12
12106054002;Ora2 Me淨澈氣息口香噴劑;12;5;13;0.12;6;260;#N/A;PCS;#N/A;12
12106055001;刷樂超柔順牙線棒500支;33;27;25;6.7;12;66;44;PCS;3.7;38
12106056001;刷樂安全牙籤單支衛生包300支;27;22;21;2.8;12;144;37.33333333;PCS;3.2;141
12106057001;GUM牙周護理牙線 含蠟膨脹型40m;18;11;4;0.22;6;2580;6;PCS;1;12
12106061001;固特齒L型牙間刷-M 固特齒L-M;57;24;36;5.17;144;32;48;PCS;0.4;46
12106063001;家樂福L型牙間刷SSS L型牙間SSS;34;24;20;2.098;48;104;96;PCS;2;95
12106064001;超值單支攜帶型牙線棒;57;43;23;7.7;36;28;206.6666667;PCS;5.8;35
12106066001;家樂福L型牙間刷-S;34;24;20;2.098;48;104;23.66666667;PCS;0.5;109
12106067001;3M雙線細滑牙線棒散裝量販包;39;25;17;2.05;18;120;117;PCS;6.5;176
12106068001;固特齒L型牙間刷-SSS 固特齒L-SSS;55;23;35;5.68;144;45;48;PCS;0.4;44
12106070001;固特齒牙線棒袋裝 固特齒牙線棒;51;33;29;10.714;24;42;48;PCS;2;43
12106073001;刷樂雙線超細滑牙線棒散裝量販包;40;37;18;2.93;18;72;26;PCS;1.5;30
12106075001;固特齒L型牙間刷-SSSS 固特齒L-SSS;55;23;35;5.068;144;45;48;PCS;0.4;45
12106079001;Ora2 Me淨白無瑕旅行組-軟盒 淨白無瑕旅行組;17;9;21;0.43;6;360;12;PCS;2;12
12106085001;快潔適極細絲滑牙線棒 快潔適牙線棒;32;29;28;9.05;48;72;96;PCS;2;95
12106086001;刷樂齒縫牙間刷SSSS;21;10;20;0.8;24;400;46;PCS;2;40
12106087001;刷樂超細滑潔舌牙線棒-散裝量販包;39;24;17;2.58;18;200;30;PCS;1.7;32
12106088001;刷樂超細滑潔舌牙線棒-單支量販包 單支量販包;40;25;17;2.3;18;120;36;PCS;2;24
12106089001;固特齒超咕溜牙線棒1000支盒裝 1000支盒裝;47;40;28;10.2;12;36;24;PCS;2;18
12106091001;Crest美白牙貼14次;32;22;14;0.652;8;204;50;PCS;6.3;12
12106092001;日本獅王NONIO終結口氣舌苔清潔組 舌苔清潔組;41;27;28;3.19;24;60;48;PCS;2;48
12106093001;日本EBISU-口臭對策刮舌器 口臭對策刮舌器;30;18;17;0.4;12;220;24;PCS;2;24
12106096001;日本EBISU-口臭對策黑色刮舌器 黑色刮舌器;30;18;17;0.4;12;220;24;PCS;2;24
12106097001;刷樂超細滑潔舌牙線棒650支;50;36;30;12.61;24;30;77;PCS;3.3;27
12106098001;刷樂雙線超細滑牙線棒-盒裝;37;23;32;7.03;24;65;49;PCS;2.1;63
12106101001;固特齒超咕溜單支包牙線棒 單支包盒裝;48;41;28;7.978;12;30;24;PCS;2;22
12106105001;3M細滑牙線棒補充包-650支;49;31;26;9.61;20;48;521;PCS;26.1;195
12106106001;Ora2極緻璀璨亮白護理牙膏 17g 璀璨亮白護理;7;7;18;0.3;6;2160;12;PCS;2;12
12106107001;歐樂B 舒適深潔牙線;26;17;10;0.64;24;442;140;PCS;5.9;167
12106108001;歐樂B 深層潔淨牙線 酷涼薄荷;26;17;10;0.64;24;442;48;PCS;2;47
12106109002;３Ｍ 細滑微孔潔牙線;25;20;16;2.1;12;200;0;PCS;0;59
12106111001;刷樂超細滑潔舌牙線棒(薄荷味) 盒裝薄荷;37;23;32;7.03;24;65;48;PCS;2;47
12106112001;麗奇潔牙線含蠟薄荷;47;27;16;2.04;72;90;87;PCS;1.3;150
12106113001;麗奇潔牙線含蠟無味 含蠟無味;37;27;16;2.04;72;80;144;PCS;2;141
12106999001;刷樂超細滑牙線棒350支+雙線50支 細滑+雙線;41;38;17;4.08;12;60;24;PCS;2;17
12107001001;Crest鑽白音波電動牙刷刷頭2入;9;4;12;0.1;1;3000;#N/A;PCS;#N/A;2
12107002001;Crest鑽白音波電動牙刷 (白);24;14;5;0.5;1;1440;#N/A;PCS;#N/A;3
12107003001;黑人ET3聲波電動牙刷-時尚白;27;15;6;0.572;1;812;#N/A;PCS;#N/A;0
12107004001;黑人ET3聲波電動牙刷-個性黑;27;15;6;0.572;1;812;#N/A;PCS;#N/A;0
12107005001;黑人ET3聲波電動牙刷-亮麗粉;27;15;6;0.572;1;812;#N/A;PCS;#N/A;0
12107009001;黑人螺旋深潔刷頭-亮麗粉;23;6;5;0.3;2;2584;#N/A;PCS;#N/A;4
12107010001;黑人螺旋深潔刷頭-個性黑;23;6;5;0.3;2;2584;#N/A;PCS;#N/A;4
12107011001;黑人螺旋深潔刷頭-時尚白;23;6;5;0.3;2;2584;#N/A;PCS;#N/A;4
12107012001;歐樂B PRO 3000 3D電動牙刷-白色;24;13;6;0.5;1;1064;#N/A;PCS;#N/A;2
12110001001;舒適牌捍將3刮鬍刀具 舒適捍將3刀具;43;36;24;2.82;6;42;12;PCS;2;11
12110003001;舒適牌烏爪潤滑板刮鬍刀 烏爪潤滑板刮鬍;14;11;20;0.444;6;504;12;PCS;2;12
12110008001;舒適牌創 4紀鈦型男刮鬍刀架 創 4紀型男刀架;23;20;10;0.53;6;442;12;PCS;2;11
12110015001;吉列長柄潤滑輕便刀;25;16;22;2.1;6;196;79;PCS;13.2;13
12110016001;舒適超鋒3輕便型刮鬍刀 (2+1入) 超鋒3輕便刀;18;11;18;0.5;6;540;16;PCS;2.7;3
12110017001;舒適高級防滑輕便刀-滋潤型;30;23;12;1.16;12;238;45;PCS;3.8;8
12110018001;吉列長柄潤滑輕便刀 吉列長柄潤滑輕;33;11;10;0.69;12;210;24;PCS;2;24
12110021001;吉列紳適刮鬍刀1刀架2刀頭 吉列紳士刀架;14;11;21;0.5;6;576;12;PCS;2;11
12110022001;舒適牌防滑輕便刀- 一般型;20;11;17;0.59;12;400;56;PCS;4.7;21
12110026001;吉列鋒隱5+1 刀架 2刀片 鋒隱5+1 刀架;14;11;20;0.48;6;468;12;PCS;2;12
12110028001;超值輕便型刮鬍刀;39;31;33;4.67;48;45;107;PCS;2.3;38
12110029001;吉列鋒隱無感刮鬍刀(一刀架兩刀頭) 吉列無感兩刀頭;29;11;21;1.6;6;245;12;PCS;2;12
12110037001;吉列鋒護潤滑1刀架2刀頭 吉列鋒護1刀2頭;21;20;11;0.48;6;420;12;PCS;2;9
12110040001;吉列維納斯限定版除毛刀;23;17;21;0.944;6;248;12;PCS;2;0
12110044001;舒適超鋒3刮鬍刀 超鋒3刮鬍刀;21;11;20;0.53;6;352;12;PCS;2;12
12110045001;舒適水次元3刮鬍刀把 水次元3刀把;35;21;11;0.77;6;210;12;PCS;2;12
12110046001;舒適水次元5刮鬍刀把 水次元5刀把;13;10;14;1;6;182;12;PCS;2;12
12110058001;吉列威鋒三3層刮鬍刀架一刀頭 3層刮鬍刀架;21;9;21;0.8;6;480;12;PCS;2;12
12110059001;吉列鋒速3刮鬍刀 1刀頭1刀架;18;11;21;0.37;6;472;12;PCS;2;11
12110068001;舒適防滑輕便刀滋潤型2+1入 滋潤型2+1入;22;9;18;0.338;12;600;14;PCS;1.2;24
12110073001;舒適水次元5 Premium刮鬍刀架 1刀架2刀片;22;21;10;0.57;6;140;12;PCS;2;10
12110074001;舒適舒芙仕女除毛刀把-敏感肌 敏感肌-1刀2頭;31;14;20;0.59;6;168;11;PCS;1.9;7
12110079001;舒適超捍輕便刀2+1支裝 超捍輕便刀2+1;23;10;17;0.8;12;520;24;PCS;2;24
12110089001;舒適水次元5辨型刮鬍刀把-保濕 1刀把+2刀片;23;21;10;0.8;6;408;12;PCS;2;12
12110090001;舒適水次元5辨型刮鬍刀把-舒膚 1刀把+2刀片;23;21;10;0.608;6;408;12;PCS;2;12
12110999001;巴黎美妝女仕除毛刀 巴黎美妝女仕除;22;10;22;0.62;6;318;12;PCS;2;11
12111003001;舒適牌捍將3刮鬍刀片 舒適捍將3刀片;34;29;23;1.38;12;72;24;PCS;2;24
12111010004;吉列鋒隱5+1 刀片四入;32;11;12;0.58;12;450;26;PCS;2.2;39
12111014001;舒適超鋒3刮鬍刀片 4入;14;10;13;0.31;12;860;16.33333333;PCS;1.4;25
12111030001;舒適水次元5刮鬍刀片;20;13;10;0.8;12;315;35.33333333;PCS;3;29
12111034001;吉列威鋒三3層刮鬍刀片(3片裝) 3層刮鬍刀片;15;9;16;0.8;10;800;20;PCS;2;6
12111074001;吉列無感Proglide系列刮鬍刀頭(8刀頭);25;18;14;1;10;312;16;PCS;1.6;31
12112002001;舒適牌刮鬍泡--敏感膚質;31;6;21;1.6;6;512;67;PCS;11.2;49
12112003001;Gillette男用刮鬍泡-敏感性;28;20;17;5.2;12;162;146;PCS;12.2;6
12112009001;妮維雅男士極淨刮鬍泡;31;22;19;6;24;153;#N/A;PCS;#N/A;63
12112017001;吉列檸檬大鬍泡210g 檸檬鬍泡210g;23;17;19;3.32;12;261;24;PCS;2;23
12112018001;吉列薄荷大鬍泡210g 薄荷鬍泡210g;23;17;19;3.32;12;261;24;PCS;2;13
12112025001;舒適水次元刮鬍露(保濕型) 水次元保濕鬍露;33;6;21;2.15;6;413;12;PCS;2;10
12112026001;舒適水次元刮鬍露(敏感型) 水次元敏感鬍露;33;6;21;2.15;6;413;7;PCS;1.2;10
12112032001;妮維雅男士極淨酷涼刮鬍泡 極淨酷涼刮鬍泡;31;22;20;5.9;24;119;24;PCS;1;0
12112038001;妮維雅男士深極炭極淨保濕刮鬍泡200ml 男深極炭刮鬍泡;31;11;20;1;12;272;24;PCS;2;24
12112039001;Gillette男用刮鬍泡-原味;28;21;16;4.94;12;162;29;PCS;2.5;22
12120001001;康乃馨超薄透氣護墊;40;22;16;1.96;24;100;2209.333333;PCS;92.1;90
12120002001;靠得住安全瞬吸香氛護墊標準型;#N/A;#N/A;#N/A;#N/A;24;40;195.3333333;PCS;8.2;86
12120003001;蘇菲清新涼感護墊薄荷清涼;35;26;16;1.68;24;130;206;PCS;8.6;10
12120004001;康乃馨奈米核心健康護墊無香;40;26;16;2.01;24;100;180;PCS;7.5;22
12120005001;蘇菲天然草本護墊17.5cm;39;33;25;3.5;24;63;66;PCS;2.8;0
12120006001;蘇菲繽紛香氣超薄護墊淡雅香氛;36;30;19;1.81;12;99;237;PCS;19.8;54
12120007001;蘇菲繽紛香氣超薄護墊玫瑰甜心;36;30;19;1.83;12;99;217;PCS;18.1;57
12120009001;靠得住安全瞬吸加長護墊促銷包;#N/A;#N/A;#N/A;#N/A;6;36;106;PCS;17.7;0
12120010001;蘇菲清新涼感護墊黃瓜微涼;35;26;16;1.64;24;130;98;PCS;4.1;125
12120011001;康乃馨香草花園護墊純淨美國棉;39;19;16;1.42;24;150;148;PCS;6.2;216
12120012001;護得住超乾爽吸水棉 28cm 11片 吸水棉 28cm;#N/A;#N/A;#N/A;#N/A;6;#REF!;12;PCS;2;12
12120013001;靠得住蘆薈高透氧香氛護墊;#N/A;#N/A;#N/A;#N/A;24;72;345;PCS;14.4;75
12120015001;康乃馨奈米核心加長型護墊無香;39;20;16;1.6;24;110;354;PCS;14.8;162
12120016001;護得住超乾爽吸水棉 35cm 9片 吸水棉 35cm;#N/A;#N/A;#N/A;#N/A;6;#REF!;12;PCS;2;5
12120017001;護得住超乾爽吸水棉 23cm 18片 吸水棉 23cm;#N/A;#N/A;#N/A;#N/A;12;#REF!;24;PCS;2;24
12120018001;蘇菲繽紛香氣超薄護墊清爽花果;36;30;19;1.82;12;99;296;PCS;24.7;3
12120019001;Her護妳高透氣護墊(無涼感)15cm;26;19;23;1.07;12;168;19;PCS;1.6;#N/A
12120021001;護得住超乾爽吸水棉 19cm 26片 吸水棉 19cm;#N/A;#N/A;#N/A;#N/A;12;#REF!;24;PCS;2;19
12120024001;蘇菲超輕柔護墊天然無香40P;44;27;18;2.2;36;81;486;PCS;13.5;39
12120025001;靠得住暖心香氛護墊14.5梔子花;#N/A;#N/A;#N/A;#N/A;24;72;363;PCS;15.2;14
12120026001;靠得住蘆薈高透氧加長護墊;#N/A;#N/A;#N/A;#N/A;24;75;1116;PCS;46.5;21
12120027001;靠得住蘆薈高透氧護墊;#N/A;#N/A;#N/A;#N/A;24;72;402;PCS;16.8;0
12120030001;蘇菲超輕柔護墊天然花香40P;44;27;18;2.21;36;81;204;PCS;5.7;300
12120031001;康乃馨奈米核心健康護墊薰衣草;40;25;16;2.01;24;132;216;PCS;9;0
12120032001;康乃馨香草花園護墊護膚洋甘菊;39;19;16;1.42;24;150;58;PCS;2.5;52
12120033001;靠得住暖心香氛護墊14.5杏桃花;#N/A;#N/A;#N/A;#N/A;24;48;361;PCS;15.1;28
12120034001;蘇菲極淨肌透氣清新護墊無香;44;27;19;2.2;36;81;170;PCS;4.8;48
12120036001;Her護妳抑菌護墊(涼感)15cm;26;19;23;0.85;12;168;116;PCS;9.7;0
12120038001;康乃馨超薄透氣護墊--微香;40;23;16;2.048;24;100;536;PCS;22.4;0
12120039001;蘇菲繽紛香氣超薄護墊沐浴清新;36;30;19;1.82;12;99;372.3333333;PCS;31.1;58
12120040001;來復易瞬吸安心漏尿專用棉墊多量型;36;33;39;4.37;18;36;63;PCS;3.5;70
12120041001;來復易瞬吸安心漏尿專用棉墊中量型;38;30;29;3.25;15;60;83;PCS;5.6;134
12120043001;靠得住安全瞬吸無香護墊標準型;#N/A;#N/A;#N/A;#N/A;24;48;350.6666667;PCS;14.7;24
12120044001;靠得住安全瞬吸無香護墊加長型;#N/A;#N/A;#N/A;#N/A;24;45;1067.333333;PCS;44.5;116
12120045001;來復易瞬吸安心漏尿專用棉墊少量型;27;26;37;3;8;48;36.33333333;PCS;4.6;65
12120046001;蘇菲天然草本護墊15.5cm;28;26;30;2.388;24;96;112;PCS;4.7;107
12120048001;康乃馨律動美人140 貼身護墊微;37;22;22;2.49;36;98;128;PCS;3.6;30
12120049001;康乃馨律動美人140 貼身護墊無;37;22;22;2.52;36;98;274;PCS;7.7;364
12120052001;蘇菲瞬吸加長護墊17.5cm無香;43;29;24;4;36;63;1789.333333;PCS;49.8;400
12120053001;蘇菲瞬吸加長護墊17.5cm花香;44;29;24;3.46;36;63;660;PCS;18.4;360
12120056001;來復易瞬吸安心漏尿專用棉墊特多量型;45;25;23;2.26;8;70;47.33333333;PCS;6;15
12120058001;蘇菲瞬吸加長抑菌乾爽護墊20片;47;31;22;2.91;36;49;456;PCS;12.7;344
12120060001;蕾妮亞淨妍護墊-天然棉無香;40;26;30;2.96;24;55;94;PCS;4;21
12120061001;靠得住安全瞬吸香氛護墊加長型;#N/A;#N/A;#N/A;#N/A;24;60;638;PCS;26.6;320
12120062001;靠得住蘆薈高透氧香氛加長護墊;#N/A;#N/A;#N/A;#N/A;24;72;694;PCS;29;45
12120063001;靠得住健康抑菌護墊標準型;#N/A;#N/A;#N/A;#N/A;24;48;634;PCS;26.5;80
12120064001;康乃馨輕柔乾爽護墊 (草本潔淨;39;29;16;2.36;36;100;59;PCS;1.7;60
12120065001;康乃馨輕柔乾爽護墊 (無香);39;29;16;2.3;36;100;102;PCS;2.9;9
12120072001;蘇菲瞬吸加長小翅膀護墊175;28;26;30;2.37;36;60;258;PCS;7.2;14
12120075001;靠得住冰爽護墊超薄加長型26片;#N/A;#N/A;#N/A;#N/A;18;#REF!;0;PCS;0;2
12120076001;好自在隱型透氣無香護墊40片;32;24;14;1.296;24;168;75;PCS;3.2;40
12120078001;好自在隱型清新淡香護墊40片;27;38;14;1.61;24;168;37.66666667;PCS;1.6;487
12120079001;來復易吸水淨爽護墊少量22片;33;19;18;1.02;8;162;34;PCS;4.3;104
12120080001;來復易吸水淨爽護墊中量16片;36;20;20;1.35;8;120;39;PCS;4.9;62
12120081001;來復易吸水淨爽護墊微量40片 來復易吸水墊微;33;24;16;1.31;8;150;16;PCS;2;11
12120082001;靠得住草本瞬吸護墊17.5;#N/A;#N/A;#N/A;#N/A;24;48;1080.666667;PCS;45.1;34
12120083001;靠得住香氛瞬吸護墊-梔子花17.5;#N/A;#N/A;#N/A;#N/A;24;105;592.6666667;PCS;24.7;2
12120085001;愛康超透氣衛生棉護墊4入組;31;29;22;2.666;12;84;31;PCS;2.6;5
12120086001;康乃韾清涼護墊加長17cm;42;22;16;1.6;24;100;50.66666667;PCS;2.2;322
12120087001;康乃韾清涼護墊一般15cm;40;24;16;1.7;24;100;22;PCS;1;30
12120088001;康乃韾超薄透氣護墊加長無香;43;20;16;1.55;24;130;46;PCS;2;42
12120089001;蘇菲極淨肌透氣清新護墊花香;44;27;19;2.24;36;81;94;PCS;2.7;84
12120090001;蘇菲極淨肌天然棉護墊;41;23;24;2.42;36;84;134;PCS;3.8;2
12120091001;康乃韾超薄透氣護墊加長微香 護墊加長微香;43;20;16;1.454;24;120;48;PCS;2;22
12120093001;靠得住茶樹舒涼護墊14.5cm;#N/A;#N/A;#N/A;#N/A;24;105;406;PCS;17;56
12120094001;靠得住茶樹舒涼護墊瞬吸加長17.5cm;#N/A;#N/A;#N/A;#N/A;24;75;613;PCS;25.6;78
12120897001;蘇菲瞬吸加長護墊15.5cm花香;40;26;23;2.6;36;72;72;PCS;2;72
12120898001;蘇菲瞬吸加長護墊15.5cm無香;39;27;23;2.6;36;56;96.66666667;PCS;2.7;344
12120999001;靠得住瞬吸護墊藍莓17.5cm;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;PCS;#N/A;#N/A
12121002001;蘇菲極淨肌量少型17.5cm;42;32;26;3.2;48;48;396;PCS;8.3;0
12121003001;靠得住溫柔宣言草本抑菌少流量;#N/A;#N/A;#N/A;#N/A;24;45;1712;PCS;71.4;114
12121004001;蘇菲彈力貼身量少潔翼;35;29;32;3.58;48;55;1830.666667;PCS;38.2;504
12121005001;靠得住草本抑菌衛生棉日用23cm;#N/A;#N/A;#N/A;#N/A;24;50;2899;PCS;120.8;399
12121006002;康乃馨御守棉超薄衛生棉一般流;55;24;21;3.36;24;64;110;PCS;4.6;261
12121007001;康乃馨純淨棉一般流量;55;24;21;2.9;24;64;44;PCS;1.9;10
12121009001;Elis 愛麗思清爽零感日用超薄23cm 超薄日用23;40;28;29;3.56;24;50;48;PCS;2;46
12121010001;康乃馨量少型蝶型衛生棉;42;25;16;2.49;24;100;194;PCS;8.1;120
12121011001;靠得住香氛衛生棉浪漫粉櫻23cm;#N/A;#N/A;#N/A;#N/A;24;#REF!;276;PCS;11.5;76
12121014001;蕾妮亞舒膚超極薄量多日用22.5cm;35;32;34;3.5;18;45;252;PCS;14;101
12121015001;蘇菲動感記形日用薄形潔翼18片;57;43;34;4.67;48;20;197;PCS;4.2;93
12121016001;靠得住純白體驗超吸洞日用超薄;#N/A;#N/A;#N/A;#N/A;24;40;679;PCS;28.3;150
12121017001;Her護妳高透氣衛生棉(無涼感)一般型24.5cm;26;19;23;1.07;12;168;28;PCS;2.4;#N/A
12121020001;蘇菲極淨肌超薄潔翼日用3B;41;30;20;2.39;24;72;93;PCS;3.9;6
12121021001;蘇菲極淨肌極薄0.1潔翼3B;37;22;22;1.75;24;98;264;PCS;11;2
12121023001;蘇菲彈力貼身草本抑菌超薄23cm15片;54;27;38;5.17;48;24;366;PCS;7.7;822
12121024001;Elis清爽零感日用超薄17 日用超薄17cm;48;33;24;3.6;27;49;54;PCS;2;50
12121026001;蘇菲極淨肌草本抑菌23CM小蒼蘭香;46;32;21;2.9;24;56;#N/A;PCS;#N/A;2
12121027001;好自在幻彩衛生棉24cm 9片;28;23;24;1.628;12;112;37;PCS;3.1;329
12121028001;好自在純肌絲薄日用24cm10片x3;43;22;20;2;24;90;480;PCS;20;69
12121029001;好自在純肌貼身日用24cm10片x3;56;27;21;2;24;54;257;PCS;10.8;57
12121030001;愛康超透氣衛生棉日夜用組;46;23;27;3.45;12;60;25;PCS;2.1;0
12121032001;康乃馨輕柔美學貼身棉一般流量;46;29;45;6.48;36;24;861;PCS;24;237
12121034001;康乃馨一般流量促銷包;33;29;30;3.952;8;60;201;PCS;25.2;3
12121036001;靠得住溫柔宣言輕柔棉日用;#N/A;#N/A;#N/A;#N/A;24;30;628;PCS;26.2;48
12121037001;蘇菲極淨肌草本抑菌日23cm;44;29;22;2.6;24;63;48;PCS;2;135
12121038001;蘇菲清新涼感衛生棉23cm黃瓜;32;29;23;3;24;84;123;PCS;5.2;101
12121039001;Slim Slim輕柔動感衛生棉22.5 日用超薄225;31;20;23;1.378;12;133;24;PCS;2;22
12121040001;elis CG稜鏡香氛限定款日用23cm;43;43;32;6.74;36;30;#N/A;PCS;#N/A;36
12121044001;靠得住茶樹舒涼棉極薄23cm 16片;#N/A;#N/A;#N/A;#N/A;24;#REF!;48;PCS;2;238
12121046001;蘇菲極淨肌超薄23CM小蒼蘭香;52;32;21;3.4;24;48;#N/A;PCS;#N/A;0
12121048001;蘇菲極淨肌原生棉超薄潔翼23cm;42;29;21;2.5;24;72;17;PCS;0.8;21
12121049001;elis愛麗思清爽零感日用超薄23cm;46;36;29;4.414;27;30;16;PCS;0.6;#N/A
12121050001;蘇菲清新涼感衛生棉23cm薄荷;37;21;30;3;24;84;462;PCS;19.3;93
12121051001;蘇菲極淨肌原生棉量少型17.5cm;42;31;26;3.24;48;54;27;PCS;0.6;0
12121056001;好自在INFINITY衛生棉24cm;45;27;13;1.21;12;104;236;PCS;19.7;553
12121059001;蘇菲彈力貼身Happycatch超薄23cm;42;31;29;3.54;24;48;95;PCS;4;413
12121060001;靠得住暖心香氛青檸日薄23;#N/A;#N/A;#N/A;#N/A;24;50;198;PCS;8.3;172
12121061001;Her護妳抑菌衛生棉(涼感)一般型24.5cm;26;19;23;1.76;12;168;159;PCS;13.3;92
12121062001;Slim Slim輕柔動感衛生棉25cm 日用超薄250;29;21;23;1.332;12;133;24;PCS;2;23
12121064001;靠得住喵掌包衛生棉24cm 12片入;#N/A;#N/A;#N/A;#N/A;12;80;459;PCS;38.3;209
12121065001;靠得住暖心香氛梔子花日薄23;#N/A;#N/A;#N/A;#N/A;24;50;996;PCS;41.5;134
12121066001;康乃韾清涼棉一般流量14片2入;37;28;20;2.8;24;80;60;PCS;2.5;292
12121067001;靠得住草本抑菌極薄23;#N/A;#N/A;#N/A;#N/A;24;36;136;PCS;5.7;24
12121070001;好自在瞬潔乾爽蝶翼23公分;59;36;24;3.81;32;35;158.6666667;PCS;5;44
12121071001;好自在純棉液體衛生棉日用24cm8片;46;24;17;1.02;12;100;50.33333333;PCS;4.2;7
12121072001;蘇菲有機棉日用25cm14片 有機棉日用;33;33;27;2.412;18;54;36;PCS;2;11
12121075001;靠得住香氛藍莓果漿23cm;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;10;PCS;#N/A;8
12121078001;愛康超透氣衛生棉日用4入組;46;24;28;3.6;12;60;44;PCS;3.7;19
12121079001;好自在少女口袋棉淡香24cm;37;33;17;2.534;18;90;25;PCS;1.4;86
12121081001;蕾妮亞輕潔抑菌量多日用型22.5cm 輕潔抑菌日用型;32;19;22;1.482;12;126;24;PCS;2;24
12121082001;靠得住茶樹舒涼棉23cm;#N/A;#N/A;#N/A;#N/A;24;24;1181;PCS;49.3;174
12121085001;好自在少女口袋棉無香24cm;37;33;17;2.53;18;90;27;PCS;1.5;318
12121087001;蕾妮亞零觸感特薄量多日用22.5cm;42;32;23;3.82;24;56;360;PCS;15;22
12121089001;蕾妮亞零觸感特薄一般量日用20.5cm;40;23;31;3.24;24;60;166.6666667;PCS;7;8
12121091001;蕾妮亞零觸感特薄倍護側邊22.5cm;42;32;23;3.78;24;56;76.66666667;PCS;3.2;6
12121092001;好自在乾爽瞬潔絲薄24cm;44;29;22;2.5;8;56;63.66666667;PCS;8;0
12121103001;蘇菲極淨肌原生棉極薄0.1潔翼23cm;36;22;22;1.84;24;105;11;PCS;0.5;12
12121108001;Mdmmd.新涼感抑菌衛生棉超涼感一般型24.5;53;44;37;4.58;12;105;#N/A;PCS;#N/A;24
12121109001;好自在純肌透氣棉日用24cm16片X2;40.8;30.2;23;2.56;12;50;0;PCS;0;41
12121110001;好自在氣墊棉秒吸抗黏24cm12片X2;43.8;20.9;30.9;2.47;12;64;0;PCS;0;0
12121111001;靠得住草本抑菌衛生棉23cm;#N/A;#N/A;#N/A;#N/A;10;#REF!;0;PCS;0;0
12122001001;蘇菲天然草本衛生棉25cm;43;33;33;4.05;24;40;33;PCS;1.4;81
12122002002;康乃馨御守棉超薄衛生棉量多型;60;23;22;4.51;24;56;244;PCS;10.2;132
12122003001;純白體驗淨味紫羅蘭日用超薄;#N/A;#N/A;#N/A;#N/A;24;40;231;PCS;9.7;312
12122005001;蘇菲極淨肌原生棉超薄潔翼26cm;43;32;33;3.86;24;40;5;PCS;0.3;12
12122007001;蘇菲彈力貼身草本抑菌超薄28cm13片;56;27;47;6.7;48;18;241;PCS;5.1;108
12122008001;蘇菲彈力貼身極薄0.1日潔翼23;38;21;29;3.096;24;78;41;PCS;1.8;46
12122009001;蕾妮亞零觸感特薄超涼量多日用22.5cm;32;19;21;1.576;12;144;84;PCS;7;20
12122010001;蘇菲極淨肌超薄潔翼日用25CM;43;30;33;3.65;24;40;139;PCS;5.8;0
12122011001;蘇菲立體防漏日用潔翼;60;48;40;10.26;48;16;76;PCS;1.6;44
12122012001;蘇菲極緻柔感日用超薄衛生棉;43;37;28;4.02;24;36;218;PCS;9.1;165
12122013001;靠得住柔棉超薄護翼日用23;#N/A;#N/A;#N/A;#N/A;24;36;360;PCS;15;164
12122014001;康乃馨純淨棉量多型;59;23;21;2.75;24;64;84;PCS;3.5;138
12122015001;蘇菲彈力貼身日用潔翼;54;40;39;9.33;48;20;76;PCS;1.6;256
12122016001;蘇菲清新涼感衛生棉25cm黃瓜;31;28;23;2.37;24;63;258;PCS;10.8;100
12122017001;Elis愛麗思 超防護極安心日用超薄25cm;35;30;25;1.716;18;63;11;PCS;0.7;48
12122018001;Her護妳抑菌衛生棉(涼感)量多型28cm;26;19;23;1.096;12;168;129;PCS;10.8;551
12122019001;家樂福輕柔透氣衛生棉日用加長;40;36;31;4.85;36;30;72;PCS;2;57
12122020001;蘇菲彈力貼身日用超薄基本23cm16P;54;25;38;5.2;48;32;1757.333333;PCS;36.7;228
12122021001;康乃馨輕柔美學貼身棉量多型;56;29;45;7.42;36;18;1017;PCS;28.3;258
12122023002;康乃馨御守棉超薄衛生棉量多加;58;27;21;3.85;24;48;381;PCS;15.9;54
12122024001;好自在少女口袋棉淡香29cm;38;18;18;2.914;18;54;19.33333333;PCS;1.1;36
