item_code,(箱)長cm,(箱)寬cm,(箱)高cm,max_comp_number
14011002001,52.0,29.0,26.0,5
14011003001,43.0,33.0,20.0,4
14011004001,52.0,33.0,32.0,2
14011005001,52.0,29.0,26.0,5
14011006001,51.0,28.0,27.0,5
14011007001,44.0,26.0,27.0,5
14011009001,48.0,29.0,26.0,5
14011010001,52.0,29.0,27.0,5
14011011001,37.0,37.0,25.0,5
14011014001,52.0,32.0,33.0,2
14011015001,53.0,33.0,33.0,2
14011016001,48.0,32.0,41.0,2
14011018001,56.0,45.0,20.0,4
14011021001,47.0,29.0,38.0,3
14011022001,38.0,29.0,26.0,6
14011023001,44.0,26.0,27.0,5
14011024001,43.0,32.0,21.0,6
14011027001,52.0,32.0,33.0,2
14011028001,43.0,33.0,20.0,4
14011029001,59.0,39.0,40.0,2
14011030001,59.0,39.0,40.0,2
14011031001,43.0,31.0,20.0,6
14011032001,51.0,31.0,26.0,5
14011033001,47.0,29.0,38.0,3
14011034001,45.0,30.0,30.0,4
14011035001,44.0,26.0,19.0,7
14011040001,50.0,31.0,37.0,2
14011041001,45.0,28.0,23.0,5
14011042001,45.0,28.0,23.0,5
14011043001,51.0,36.0,18.0,5
14011044001,36.0,36.0,25.0,7
14011045001,45.0,31.0,17.0,7
14011046001,45.0,21.0,17.0,10
14011051001,36.0,36.0,25.0,7
14011052001,50.0,39.0,29.0,3
14011053001,50.0,40.0,27.0,3
14011059001,43.0,33.0,20.0,4
14011062001,52.0,33.0,25.0,3
14011063001,34.0,25.0,21.0,10
14011065001,49.0,29.0,25.0,5
14011074001,49.0,30.0,26.0,5
14011078001,50.0,29.0,25.0,5
14011095001,43.0,33.0,20.0,4
14011929001,50.0,29.0,26.0,5
14012002001,44.0,29.0,20.0,6
14012010001,54.0,40.0,29.0,3
14012011001,48.0,33.0,22.0,4
14012012001,48.0,33.0,22.0,4
14012015001,60.0,40.0,26.0,1
14012019001,35.0,41.0,30.0,3
14012025001,39.0,14.0,15.0,28
14012035001,47.0,36.0,54.0,2
14012077001,43.0,35.0,26.0,3
14012103001,55.0,41.0,29.0,3
14013001001,52.0,29.0,30.0,4
14013002001,52.0,30.0,30.0,4
14013004001,62.0,34.0,43.0,1
14013006001,52.0,30.0,28.0,4
14013007001,52.0,30.0,28.0,4
14013014001,37.0,34.0,13.0,13
14013015001,37.0,34.0,13.0,13
14013022001,52.0,30.0,27.0,5
14013963001,52.0,30.0,27.0,5
14013964001,52.0,30.0,27.0,5
14014002001,64.0,38.0,36.0,1
14014005001,59.0,39.0,33.0,2
14014006001,60.0,41.0,29.0,1
14014007001,62.0,48.0,24.0,1
14014011001,44.0,30.0,39.0,3
14014013001,44.0,30.0,39.0,3
14014014001,61.0,40.0,40.0,1
14014015001,60.0,40.0,35.0,1
14014016001,66.0,33.0,40.0,1
14014018001,43.0,30.0,39.0,3
14014020001,44.0,30.0,39.0,3
14014026001,48.0,31.0,39.0,2
14014031001,59.0,40.0,40.0,2
14020006001,59.0,36.0,21.0,4
14020008001,41.0,22.0,26.0,6
14020009001,46.0,27.0,28.0,5
14020013001,37.0,25.0,23.0,9
14020014001,48.0,28.0,23.0,5
14020015001,52.0,29.0,26.0,5
14020019001,43.0,31.0,26.0,5
14020022001,42.0,25.0,27.0,5
14020026001,42.0,22.0,13.0,13
14020030001,57.0,32.0,31.0,4
14020031001,44.0,36.0,24.0,3
14020053001,30.0,30.0,23.0,7
14020056001,50.0,25.0,29.0,5
14020926001,62.0,45.0,36.0,1
14020935001,50.0,39.0,35.0,2
14020937001,37.0,22.0,25.0,10
14020949001,49.0,30.0,36.0,3
14020951001,43.0,28.0,26.0,5
14020956001,50.0,46.0,38.0,2
14020960001,49.0,30.0,37.0,3
14020961001,48.0,32.0,41.0,2
14020965001,40.0,29.0,27.0,5
14020969001,40.0,29.0,27.0,5
14020976001,60.0,38.0,22.0,2
14020977001,30.0,24.0,23.0,11
14020978001,37.0,20.0,22.0,13
14021005001,30.0,30.0,23.0,7
14021006001,47.0,27.0,28.0,5
14021010001,42.0,32.0,13.0,10
14021015001,51.0,29.0,26.0,5
14021017001,61.0,47.0,38.0,1
14021021001,33.0,20.0,25.0,11
14021035001,31.0,19.0,26.0,11
14021036001,57.0,32.0,31.0,4
14021054001,59.0,36.0,21.0,4
14021055001,51.0,29.0,26.0,5
14021068001,29.0,15.0,13.0,41
14021081001,30.0,16.0,14.0,28
14021088001,40.0,26.0,33.0,3
14021104001,44.0,27.0,26.0,5
14021107001,33.0,23.0,17.0,15
14021109001,30.0,24.0,23.0,11
14021999001,30.0,30.0,21.0,8
14022001001,52.0,29.0,26.0,5
14022002001,51.0,29.0,26.0,5
14022003001,50.0,29.0,26.0,5
14022012001,59.0,36.0,21.0,4
14022019001,57.0,28.0,25.0,5
14022020001,43.0,28.0,30.0,4
14022024001,30.0,30.0,23.0,7
14022027001,31.0,19.0,26.0,11
14022029001,41.0,30.0,27.0,5
14022032001,49.0,32.0,31.0,4
14022033001,31.0,49.0,32.0,4
14022041001,59.0,36.0,21.0,4
14022051001,50.0,29.0,26.0,5
14022059001,49.0,39.0,36.0,2
14022060001,49.0,39.0,36.0,2
14022069001,50.0,29.0,26.0,5
14022086001,52.0,30.0,27.0,5
14022091001,5.0,29.0,26.0,63
14022093001,39.0,28.0,21.0,10
14022095001,44.0,27.0,26.0,5
14022098001,47.0,31.0,41.0,2
14022103001,37.0,20.0,22.0,13
14022107001,50.0,29.0,25.0,5
14022109001,47.0,32.0,40.0,2
14022110001,1.0,1.0,1.0,254880
14022113001,30.0,30.0,23.0,7
14022118001,48.0,32.0,40.0,2
14022119001,30.0,30.0,23.0,7
14022142001,32.0,20.0,20.0,15
14022166001,47.0,31.0,42.0,2
14022167001,42.0,32.0,13.0,10
14023003001,51.0,29.0,26.0,5
14023005001,50.0,39.0,29.0,3
14023006001,42.0,33.0,28.0,3
14023012001,59.0,36.0,21.0,4
14023014001,37.0,25.0,23.0,9
14023015001,47.0,27.0,22.0,6
14023017001,50.0,47.0,38.0,2
14023018001,52.0,30.0,27.0,5
14023019001,49.0,36.0,29.0,3
14023025001,38.0,27.0,22.0,10
14023027001,42.0,33.0,28.0,3
14023028001,57.0,39.0,41.0,2
14023029001,59.0,39.0,40.0,2
14023034001,40.0,29.0,26.0,5
14023035001,51.0,28.0,25.0,5
14023036001,42.0,32.0,14.0,9
14023044001,48.0,27.0,23.0,5
14023047001,44.0,36.0,24.0,3
14023048001,43.0,36.0,23.0,3
14023049001,43.0,36.0,23.0,3
14023050001,63.0,35.0,33.0,1
14023051001,43.0,25.0,25.0,5
14023056001,52.0,40.0,23.0,3
14023061001,30.0,30.0,23.0,7
14023062001,30.0,30.0,23.0,7
14023063001,57.0,33.0,33.0,2
14023080001,39.0,28.0,21.0,10
14023083001,42.0,32.0,13.0,10
14023102001,42.0,32.0,13.0,10
14023104001,59.0,39.0,38.0,2
14023105001,44.0,28.0,29.0,4
14023108001,41.0,31.0,26.0,5
14023110001,41.0,31.0,26.0,5
14023115001,40.0,29.0,26.0,5
14023120001,48.0,32.0,41.0,2
14023126001,30.0,30.0,23.0,7
14023127001,30.0,30.0,23.0,7
14023129001,30.0,30.0,23.0,7
14023132001,30.0,30.0,23.0,7
14023134001,47.0,28.0,23.0,5
14023135001,39.0,30.0,22.0,8
14023140001,49.0,36.0,29.0,3
14023142001,43.0,36.0,23.0,3
14023147001,43.0,36.0,23.0,3
14023149001,50.0,29.0,25.0,5
14023164001,44.0,31.0,28.0,4
14023181001,44.0,28.0,29.0,4
14023192001,44.0,28.0,29.0,4
14023194001,61.0,34.0,31.0,1
14023198001,33.0,22.0,17.0,15
14023200001,37.0,20.0,22.0,13
14023202001,37.0,20.0,22.0,13
14023210001,36.0,6.0,20.0,52
14023212001,30.0,24.0,23.0,11
14023248001,42.0,22.0,13.0,13
14023250001,40.0,28.0,22.0,6
14023252001,50.0,39.0,35.0,2
14023253001,50.0,39.0,35.0,2
14023256001,37.0,22.0,25.0,10
14023257001,37.0,22.0,25.0,10
14023294001,44.0,28.0,29.0,4
14023295001,43.0,30.0,24.0,5
14023301001,30.0,30.0,23.0,7
14023302001,30.0,30.0,23.0,7
14023305001,30.0,30.0,23.0,7
14023307001,47.0,27.0,23.0,5
14023310001,42.0,32.0,14.0,9
14023468001,59.0,36.0,21.0,4
14023469001,59.0,36.0,21.0,4
14023501001,25.0,24.0,19.0,18
14023502001,35.0,15.0,23.0,18
14023503001,42.0,32.0,13.0,10
14100001001,41.0,27.0,36.0,3
14100002001,39.0,35.0,27.0,6
14100003001,40.0,27.0,37.0,3
14100005001,24.0,16.0,15.0,36
14100007001,44.0,27.0,18.0,7
14100009001,42.0,27.0,36.0,3
14100012001,41.0,27.0,36.0,3
14100013001,39.0,35.0,27.0,6
14100020001,50.0,40.0,37.0,2
14100021001,38.0,34.0,27.0,6
14100026001,41.0,27.0,37.0,3
14100027001,50.0,41.0,37.0,2
14100031001,32.0,30.0,15.0,12
14101002001,44.0,27.0,18.0,7
14101004001,33.0,28.0,38.0,6
14101007001,37.0,26.0,22.0,10
14101016001,32.0,17.0,14.0,25
14101017001,32.0,17.0,14.0,25
14101021001,32.0,17.0,14.0,25
14101022001,51.0,32.0,31.0,4
14101024001,33.0,27.0,39.0,6
14101025001,45.0,41.0,24.0,3
14101029001,26.0,24.0,17.0,21
14101038001,41.0,24.0,22.0,8
14101048001,46.0,41.0,24.0,3
14101074001,42.0,35.0,28.0,3
14101077001,50.0,31.0,31.0,4
14101080001,32.0,26.0,27.0,8
14101081001,42.0,23.0,25.0,5
14101082001,42.0,23.0,25.0,5
14102007001,45.0,27.0,19.0,7
14102008001,41.0,31.0,21.0,6
14102009001,52.0,43.0,24.0,3
14102010001,38.0,34.0,23.0,7
14102025001,33.0,24.0,26.0,9
14102026001,45.0,27.0,29.0,5
14102040001,61.0,28.0,22.0,2
14102048001,29.0,19.0,18.0,25
14102067001,39.0,35.0,25.0,7
14102087001,53.0,22.0,28.0,6
14102115001,53.0,22.0,28.0,6
14102182001,59.0,39.0,17.0,5
14102223001,32.0,17.0,14.0,25
14102238001,42.0,34.0,28.0,3
14102246001,51.0,21.0,34.0,4
14102249001,51.0,21.0,34.0,4
14102250001,51.0,21.0,34.0,4
14102258001,51.0,21.0,34.0,4
14102365001,59.0,33.0,28.0,3
14102366001,59.0,33.0,28.0,3
14103005001,41.0,27.0,36.0,3
14103009001,39.0,26.0,32.0,6
14103018001,40.0,38.0,26.0,3
14103021001,47.0,28.0,20.0,6
14103027001,57.0,33.0,24.0,3
14103030001,55.0,38.0,24.0,3
14103048001,55.0,38.0,24.0,3
14103049001,59.0,37.0,27.0,3
14103051001,46.0,44.0,33.0,2
14103053001,45.0,43.0,32.0,2
14103057001,55.0,38.0,24.0,3
14103058001,29.0,19.0,18.0,25
14103070001,63.0,38.0,23.0,1
14103073001,55.0,22.0,16.0,11
14103084001,37.0,2.0,18.0,180
14103106001,59.0,39.0,17.0,5
14103155001,30.0,23.0,24.0,11
14103999001,59.0,39.0,17.0,5
14104002001,41.0,27.0,37.0,3
14104005001,32.0,25.0,21.0,10
14104007001,26.0,24.0,16.0,22
14104011001,33.0,27.0,38.0,6
14104012001,74.0,29.0,23.0,1
14104013001,75.0,29.0,23.0,1
14104016001,40.0,23.0,36.0,3
14104017001,42.0,40.0,28.0,3
14104019001,29.0,13.0,24.0,27
14104026001,45.0,27.0,19.0,7
14104028001,39.0,19.0,13.0,24
14104029001,29.0,13.0,24.0,27
14104030001,45.0,27.0,19.0,7
14104042001,32.0,26.0,23.0,9
14104060001,40.0,26.0,25.0,5
14104067001,37.0,26.0,39.0,5
14104071001,45.0,25.0,24.0,5
14104073001,46.0,25.0,25.0,5
14104079001,45.0,25.0,24.0,5
14104080001,26.0,33.0,39.0,6
14104085001,47.0,27.0,37.0,3
14104086001,46.0,26.0,37.0,3
14104088001,45.0,33.0,26.0,3
14104088002,44.0,33.0,26.0,3
14104090001,42.0,32.0,22.0,6
14104096001,29.0,23.0,21.0,17
14104097001,52.0,29.0,12.0,11
14104098001,56.0,29.0,25.0,5
14104101001,33.0,25.0,39.0,7
14104102001,42.0,31.0,21.0,6
14104107001,38.0,32.0,22.0,8
14104108001,33.0,19.0,11.0,28
14104109001,31.0,25.0,27.0,9
14104113001,42.0,35.0,27.0,3
14104114001,45.0,27.0,29.0,5
14104117001,56.0,28.0,27.0,5
14104118001,74.0,29.0,23.0,1
14104126001,39.0,22.0,19.0,14
14104129001,45.0,55.0,20.0,4
14104136001,41.0,31.0,28.0,4
14104139001,55.0,38.0,24.0,3
14104146001,61.0,34.0,28.0,1
14104148001,38.0,32.0,22.0,8
14104150001,52.0,43.0,24.0,3
14104151001,52.0,43.0,24.0,3
14104154001,31.0,26.0,18.0,12
14104156001,31.0,26.0,18.0,12
14104162001,45.0,28.0,29.0,4
14104165001,38.0,32.0,22.0,8
14104169001,42.0,34.0,27.0,3
14104193001,61.0,31.0,23.0,1
14104200001,32.0,28.0,39.0,6
14105005001,37.0,27.0,19.0,11
14105008001,38.0,26.0,18.0,12
14105010001,37.0,26.0,19.0,11
14105026001,36.0,34.0,18.0,10
14105102001,52.0,36.0,19.0,4
14105129001,36.0,34.0,18.0,10
14105130001,36.0,34.0,18.0,10
14110002001,43.0,26.0,22.0,6
14110003001,46.0,25.0,23.0,5
14110006001,45.0,26.0,21.0,6
14110007001,51.0,29.0,38.0,3
14110009001,34.0,24.0,40.0,3
14110010001,43.0,26.0,22.0,6
14110011001,44.0,26.0,24.0,5
14110015001,46.0,25.0,21.0,6
14110016001,62.0,25.0,23.0,1
14110018001,61.0,24.0,23.0,3
14110019001,43.0,26.0,22.0,6
14110024001,44.0,25.0,30.0,5
14110028001,41.0,25.0,24.0,5
14110029001,42.0,25.0,23.0,5
14110051001,39.0,28.0,27.0,8
14110053001,40.0,35.0,27.0,3
14110054001,47.0,25.0,23.0,5
14110056001,42.0,32.0,26.0,5
14110065001,61.0,24.0,23.0,3
14110067001,61.0,24.0,23.0,3
14110078001,29.0,20.0,20.0,20
14110081001,35.0,35.0,26.0,6
14110084001,74.0,29.0,24.0,1
14110086001,74.0,29.0,24.0,1
14110106001,50.0,33.0,20.0,4
14110145001,41.0,20.0,15.0,12
14110146001,41.0,20.0,15.0,12
14110154001,35.0,30.0,25.0,7
14110163001,35.0,35.0,26.0,6
14110179001,44.0,33.0,16.0,5
14110198001,42.0,23.0,24.0,7
14110260001,50.0,34.0,22.0,4
14110270001,33.0,13.0,26.0,17
14110271001,29.0,17.0,21.0,23
14111001001,43.0,36.0,28.0,3
14111002001,37.0,26.0,17.0,13
14111004001,41.0,21.0,15.0,12
14111005001,38.0,28.0,25.0,9
14111006001,38.0,28.0,26.0,8
14111007001,57.0,23.0,30.0,5
14111008001,50.0,28.0,21.0,6
14111009001,59.0,20.0,25.0,6
14111010001,65.0,43.0,26.0,1
14111011001,55.0,22.0,31.0,6
14111012001,53.0,21.0,20.0,9
14111015001,66.0,44.0,26.0,1
14111017001,46.0,25.0,18.0,7
14111018001,38.0,21.0,18.0,15
14111020001,49.0,41.0,36.0,2
14111021001,40.0,28.0,27.0,5
14111023001,42.0,33.0,31.0,2
14111024001,57.0,23.0,30.0,5
14111026001,48.0,20.0,25.0,6
14111028001,49.0,41.0,36.0,2
14111029001,53.0,28.0,21.0,6
14111034001,47.0,35.0,37.0,2
14111035001,42.0,32.0,25.0,5
14111036001,37.0,34.0,27.0,6
14111037001,50.0,41.0,38.0,2
14111038001,48.0,41.0,30.0,3
14111040001,49.0,41.0,38.0,2
14111041001,43.0,35.0,24.0,3
14111044001,41.0,28.0,30.0,4
14111045001,39.0,24.0,33.0,7
14111048001,43.0,35.0,24.0,3
14111050001,54.0,22.0,22.0,8
14111053001,47.0,20.0,25.0,6
14111055001,60.0,34.0,34.0,1
14111060001,46.0,21.0,19.0,9
14111063001,41.0,28.0,30.0,4
14111079001,45.0,34.0,19.0,4
14111090001,49.0,41.0,38.0,2
14111098001,38.0,24.0,33.0,7
14111099001,38.0,27.0,29.0,6
14111100001,41.0,28.0,15.0,9
14111102001,42.0,24.0,32.0,5
14111107001,38.0,24.0,33.0,7
14111118001,61.0,34.0,34.0,1
14111119001,60.0,33.0,31.0,1
14111120001,47.0,20.0,25.0,6
14111123001,44.0,39.0,17.0,5
14111132001,44.0,39.0,17.0,5
14111134001,44.0,39.0,17.0,5
14111142001,47.0,20.0,39.0,4
14111143001,47.0,20.0,39.0,4
14111146001,60.0,33.0,28.0,1
14111230001,42.0,24.0,31.0,5
14112007001,40.0,28.0,31.0,4
14112009001,57.0,27.0,23.0,5
14112013001,40.0,28.0,31.0,4
14112014001,46.0,28.0,31.0,4
14112016001,59.0,28.0,24.0,5
14112018001,40.0,28.0,32.0,4
14112020001,58.0,27.0,23.0,5
14112021001,58.0,26.0,24.0,5
14112038001,40.0,40.0,17.0,5
14112040001,29.0,18.0,21.0,22
14112041001,30.0,19.0,21.0,14
14112051001,1.0,1.0,1.0,254880
14112053001,58.0,27.0,23.0,5
14112054001,57.0,26.0,23.0,5
14113013001,35.0,26.0,25.0,9
14113023001,35.0,26.0,25.0,9
14113066001,42.0,25.0,23.0,5
14120002001,39.0,27.0,24.0,9
14120005001,44.0,33.0,16.0,5
14120008001,44.0,33.0,16.0,5
14120012001,44.0,33.0,16.0,5
14120014001,44.0,33.0,20.0,4
14120017001,41.0,31.0,22.0,6
14120018001,31.0,23.0,12.0,22
14120019001,46.0,26.0,20.0,6
14120020001,45.0,18.0,26.0,7
14120021001,27.0,22.0,18.0,20
14120024001,31.0,42.0,22.0,6
14120026001,31.0,23.0,12.0,22
14120031001,38.0,25.0,36.0,7
14120044001,37.0,24.0,24.0,11
14120045001,49.0,21.0,21.0,8
14120054001,40.0,30.0,41.0,3
14120060001,33.0,19.0,27.0,11
14121004001,41.0,34.0,27.0,3
14121006001,41.0,34.0,26.0,3
14121007001,45.0,31.0,26.0,5
14121008001,45.0,33.0,17.0,5
14121009001,38.0,25.0,37.0,5
14121011001,41.0,29.0,29.0,4
14121014001,46.0,26.0,20.0,6
14121015001,46.0,31.0,25.0,5
14121017001,46.0,26.0,20.0,6
14121019001,48.0,38.0,19.0,4
14121020001,36.0,24.0,18.0,15
14121022001,43.0,32.0,16.0,8
14121025001,38.0,25.0,36.0,7
14121028001,44.0,33.0,16.0,5
14121039001,43.0,32.0,16.0,8
14121053001,34.0,26.0,24.0,9
14121056001,59.0,40.0,26.0,3
14121057001,34.0,26.0,24.0,9
14121059001,34.0,26.0,24.0,9
14121061001,39.0,36.0,27.0,6
14121062001,48.0,39.0,19.0,4
14121063001,39.0,31.0,22.0,8
14121064001,39.0,31.0,22.0,8
14121068001,36.0,24.0,18.0,15
14121074001,33.0,19.0,28.0,11
14121075001,33.0,19.0,27.0,11
14121080001,27.0,22.0,18.0,20
14121090001,56.0,42.0,33.0,2
14121093001,32.0,19.0,28.0,11
14121094001,52.0,43.0,24.0,3
14121097001,34.0,26.0,25.0,9
14121101001,41.0,26.0,16.0,8
14121104001,37.0,24.0,24.0,11
14121105001,38.0,24.0,24.0,11
14121106001,36.0,24.0,18.0,15
14121108001,49.0,30.0,20.0,6
14121112001,37.0,24.0,23.0,11
14121115001,35.0,29.0,24.0,7
14121117001,59.0,40.0,26.0,3
14121119001,32.0,19.0,27.0,11
14121129001,32.0,19.0,27.0,11
14121130001,46.0,31.0,26.0,5
14121131001,43.0,32.0,16.0,8
14121132001,56.0,42.0,33.0,2
14121136001,50.0,21.0,23.0,8
14121143001,34.0,25.0,25.0,9
14121157001,28.0,23.0,18.0,20
14121164001,48.0,22.0,21.0,8
14121171001,44.0,26.0,18.0,7
14121173001,45.0,26.0,19.0,7
14121179001,50.0,30.0,24.0,5
14121269001,36.0,18.0,17.0,21
14130001001,43.0,28.0,28.0,4
14130002001,56.0,26.0,23.0,5
14130007001,56.0,26.0,24.0,5
14130009001,56.0,26.0,23.0,5
14130010001,29.0,13.0,24.0,27
14130013001,39.0,20.0,15.0,21
14130015001,43.0,29.0,28.0,4
14130016001,60.0,26.0,23.0,1
14130017001,59.0,27.0,22.0,6
14130042001,59.0,27.0,22.0,6
14130044001,51.0,33.0,21.0,4
14130054001,48.0,30.0,22.0,6
14131001001,19.0,19.0,20.0,28
14131008001,59.0,27.0,22.0,6
14131009001,47.0,29.0,31.0,4
14131011001,65.0,27.0,28.0,1
14131019001,56.0,26.0,23.0,5
14131020001,44.0,29.0,28.0,4
14131022001,50.0,29.0,23.0,5
14131024001,43.0,27.0,24.0,5
14131025001,56.0,26.0,23.0,5
14131026001,47.0,29.0,32.0,4
14131027001,56.0,26.0,23.0,5
14131030001,54.0,24.0,27.0,5
14131033001,53.0,31.0,25.0,5
14131035001,54.0,24.0,27.0,5
14131040001,43.0,29.0,28.0,4
14131041001,56.0,26.0,24.0,5
14131043001,44.0,29.0,28.0,4
14131044001,30.0,26.0,21.0,10
14131045001,59.0,27.0,22.0,6
14131047001,59.0,27.0,22.0,6
14131051001,19.0,19.0,20.0,28
14131056001,50.0,29.0,23.0,5
14131066001,40.0,24.0,18.0,10
14131074001,43.0,27.0,24.0,5
14131075001,55.0,29.0,24.0,5
14131081001,48.0,28.0,31.0,4
14131089001,40.0,29.0,23.0,5
14131090001,40.0,29.0,23.0,5
14131092001,48.0,28.0,31.0,4
14131105001,48.0,28.0,31.0,4
14131121001,60.0,27.0,23.0,1
14132003001,38.0,33.0,26.0,6
14132012001,38.0,33.0,26.0,6
14132013001,40.0,35.0,27.0,3
14132015001,37.0,37.0,26.0,5
14132031001,54.0,29.0,22.0,6
14132034001,52.0,24.0,27.0,5
14132035001,53.0,24.0,26.0,5
14132038001,38.0,33.0,26.0,6
14132050001,38.0,38.0,26.0,5
14132052001,37.0,37.0,27.0,5
14132071001,40.0,31.0,23.0,5
14132074001,47.0,31.0,19.0,7
14132075001,47.0,31.0,19.0,7
14132116001,42.0,31.0,23.0,5
14132129001,49.0,25.0,33.0,3
14132130001,50.0,33.0,21.0,4
14132131001,49.0,25.0,33.0,3
14132149001,42.0,32.0,21.0,6
14132150001,43.0,33.0,21.0,4
14132153001,43.0,27.0,24.0,5
14132156001,37.0,36.0,26.0,6
14132157001,37.0,36.0,26.0,6
14132224001,42.0,32.0,21.0,6
14132229001,57.0,33.0,19.0,4
14132230001,42.0,32.0,21.0,6
14132231001,42.0,32.0,21.0,6
14133003001,44.0,26.0,35.0,3
14133007001,48.0,25.0,25.0,5
14133013001,48.0,25.0,39.0,3
14133023001,44.0,26.0,34.0,3
14133027001,48.0,25.0,25.0,5
14133028001,48.0,25.0,25.0,5
14133029001,40.0,23.0,37.0,3
14133030001,40.0,23.0,37.0,3
14133898001,47.0,47.0,45.0,2
14133899001,48.0,27.0,32.0,5
14133901001,43.0,29.0,28.0,4
14133902001,43.0,29.0,28.0,4
14133903001,44.0,29.0,29.0,4
14133905001,43.0,26.0,35.0,3
14133907001,42.0,26.0,21.0,6
14133914001,48.0,28.0,46.0,3
14133918001,58.0,47.0,21.0,4
14133922001,47.0,42.0,24.0,3
14133928001,47.0,44.0,26.0,3
14133930001,47.0,44.0,26.0,3
14200001001,31.0,23.0,16.0,16
14200002001,31.0,23.0,16.0,16
14200006001,45.0,21.0,29.0,6
14200011001,40.0,27.0,13.0,10
14200012001,34.0,26.0,23.0,9
14200014001,37.0,26.0,15.0,15
14200015001,40.0,27.0,13.0,10
14200017001,37.0,25.0,12.0,18
14200018001,25.0,37.0,15.0,15
14200019001,37.0,25.0,12.0,18
14200021001,44.0,29.0,29.0,4
14200028001,32.0,24.0,12.0,22
14200033001,40.0,27.0,12.0,11
14200046001,40.0,27.0,13.0,10
14200047001,40.0,27.0,13.0,10
14200049001,41.0,27.0,13.0,10
14200059001,41.0,25.0,11.0,12
14200060001,41.0,25.0,13.0,10
14200061001,41.0,25.0,13.0,10
14200069001,43.0,30.0,30.0,4
14200070001,25.0,42.0,13.0,10
14200085001,37.0,29.0,19.0,9
14200086001,37.0,29.0,19.0,9
14200087001,37.0,29.0,19.0,9
14200088001,37.0,29.0,19.0,9
14200089001,37.0,29.0,19.0,9
14200090001,37.0,29.0,19.0,9
14200091001,37.0,29.0,19.0,9
14200092001,37.0,29.0,19.0,9
14200093001,37.0,29.0,19.0,9
14200096001,37.0,29.0,19.0,9
14200119001,42.0,29.0,29.0,4
14200129001,40.0,29.0,28.0,4
14200130001,40.0,29.0,28.0,4
14200133001,42.0,30.0,29.0,4
14200220001,34.0,30.0,12.0,15
14200221001,34.0,30.0,12.0,15
14201002001,39.0,28.0,29.0,6
14201003001,41.0,31.0,16.0,8
14201013001,42.0,29.0,29.0,4
14201019001,59.0,31.0,32.0,4
14201020001,56.0,31.0,32.0,4
14201021001,43.0,29.0,29.0,4
14201022001,43.0,29.0,29.0,4
14201049001,43.0,30.0,30.0,4
14202001001,43.0,29.0,29.0,4
14202009001,42.0,29.0,29.0,4
14202011001,56.0,31.0,32.0,4
14202013001,49.0,31.0,32.0,4
14202017001,37.0,27.0,21.0,10
14202018001,37.0,27.0,21.0,10
14202021001,39.0,29.0,16.0,11
14202023001,59.0,31.0,32.0,4
14202027001,39.0,28.0,29.0,6
14202033001,44.0,34.0,21.0,4
14202034001,44.0,34.0,21.0,4
14202040001,39.0,29.0,16.0,11
14202041001,39.0,29.0,16.0,11
14203001001,53.0,35.0,16.0,5
14203002001,43.0,30.0,18.0,7
14203003001,50.0,33.0,35.0,2
14203004001,53.0,35.0,20.0,4
14203005001,50.0,33.0,21.0,4
14203016001,41.0,29.0,31.0,4
14203017001,53.0,34.0,33.0,2
14203027001,53.0,36.0,33.0,2
14203032001,41.0,29.0,27.0,5
14203033001,50.0,40.0,30.0,3
14203044001,35.0,28.0,35.0,6
14203048001,37.0,30.0,18.0,10
14203053001,37.0,30.0,22.0,8
14203055001,37.0,30.0,18.0,10
14203056001,39.0,24.0,22.0,12
14203058001,45.0,28.0,22.0,6
14203059001,43.0,30.0,18.0,7
14203061001,45.0,28.0,22.0,6
14203062001,39.0,24.0,22.0,12
14203063001,35.0,28.0,30.0,6
14203064001,39.0,24.0,22.0,12
14203065001,39.0,30.0,19.0,9
14203066001,38.0,30.0,22.0,8
14203068001,40.0,25.0,28.0,5
14203078001,53.0,35.0,33.0,2
14203080001,41.0,29.0,31.0,4
14203083001,52.0,35.0,20.0,4
14203089001,41.0,29.0,31.0,4
14203099001,39.0,31.0,24.0,7
14204002001,44.0,20.0,11.0,16
14204003001,37.0,19.0,22.0,14
14204005001,47.0,30.0,29.0,4
14204006001,40.0,29.0,14.0,9
14204010001,31.0,23.0,21.0,12
14204013001,34.0,24.0,14.0,19
14204021001,39.0,27.0,20.0,11
14204022001,52.0,40.0,40.0,2
14204025001,40.0,27.0,20.0,6
14204028001,48.0,29.0,19.0,7
14204029001,40.0,26.0,17.0,7
14204030001,40.0,26.0,18.0,7
14204032001,40.0,26.0,17.0,7
14204036001,49.0,29.0,19.0,7
14204041001,37.0,29.0,17.0,10
14204043001,57.0,39.0,32.0,2
14204044001,37.0,27.0,21.0,10
14204046001,50.0,33.0,27.0,3
14204048001,68.0,45.0,26.0,1
14204049001,68.0,45.0,26.0,1
14204051001,38.0,27.0,22.0,10
14204052001,46.0,30.0,20.0,6
14204053001,46.0,30.0,19.0,7
14204054001,40.0,27.0,20.0,6
14204055001,39.0,27.0,20.0,11
14204059001,41.0,30.0,19.0,7
14204061001,51.0,26.0,26.0,5
14204062001,54.0,27.0,25.0,5
14204065001,40.0,27.0,20.0,6
14204066001,56.0,45.0,45.0,2
14204067001,55.0,27.0,15.0,9
14204068001,49.0,29.0,19.0,7
14204069001,49.0,33.0,21.0,4
14204070001,49.0,40.0,22.0,4
14204071001,49.0,40.0,22.0,4
