item_id,item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_quantity_order_unique_frequency,item_initial_quantity_inventory,total_demand,daily_mean,daily_std,total_order_freq,daily_freq_mean,cv2,adi,composite_metric,item_class,item_class_alphabetical,item_initial_inventory
1060,11101021001,一匙靈亮彩超濃縮洗衣粉,37.0,35.0,17.0,22015.0,12.67,6,3669.2,PCS,"[1, 2, 4]","[2, 2, 1]",4,10,2.5,2.3804761428476167,5,1.25,0.9066666666666668,5.25,3.125,1,BZ,9
1061,11101023001,加倍潔小蘇打制菌濃縮洗衣粉2KG補充包,39.0,28.0,22.0,24024.0,12.44,6,4004.0,PCS,"[1, 2, 6]","[2, 1, 1]",5,10,2.5,2.3804761428476167,4,1.0,0.9066666666666668,5.25,2.5,1,BZ,9
1062,11101028001,一匙靈制菌超濃縮洗衣粉補充包,36.0,25.0,23.0,20700.0,11.2,6,3450.0,PCS,"[1, 2, 3, 4, 5, 6, 9, 10, 11]","[20, 34, 3, 8, 2, 3, 2, 1, 1]",6,196,3.43859649122807,2.970194461284414,74,1.2982456140350878,0.7461176890581304,0.3684210526315789,4.464142813173284,1,BY,12
1063,11101029001,一匙靈亮彩超濃縮洗衣粉補充包,36.0,25.0,23.0,20700.0,10.45,6,3450.0,PCS,"[1, 2, 3, 4, 5, 6]","[2, 22, 2, 4, 1, 5]",5,103,3.0294117647058822,1.7664429952916605,36,1.0588235294117647,0.3400029134782646,0.6176470588235294,3.207612456747405,3,BX,8
1064,11101034001,藍寶超濃縮洗衣粉,40.0,30.0,22.0,26400.0,13.0,6,4400.0,PCS,"[1, 6]","[1, 1]",8,7,3.5,3.5355339059327378,2,1.0,1.0204081632653064,10.5,3.5,1,BZ,13
1065,11101034002,LION藍寶 衣留香超濃縮洗衣粉-2kg,40.0,31.0,22.0,27280.0,12.996,6,4546.7,PCS,"[1, 2]","[2, 1]",2,4,2.0,1.4142135623730951,3,1.5,0.5000000000000001,10.5,3.0,1,BZ,6
1066,11101036001,一匙靈制菌超濃縮洗衣粉,35.0,36.0,17.0,21420.0,12.76,6,3570.0,PCS,"[1, 2, 3, 4, 6]","[14, 6, 3, 3, 2]",4,59,2.185185185185185,1.5200464830199472,28,1.037037037037037,0.4838795217996597,0.7777777777777778,2.266117969821673,3,BX,7
1067,11101038001,一匙靈淨柔超濃縮洗衣粉,37.0,35.0,17.0,22015.0,12.67,6,3669.2,PCS,"[1, 2, 4, 5, 6]","[7, 3, 4, 1, 4]",6,58,3.8666666666666663,2.263583337058639,19,1.2666666666666666,0.3427042636317309,1.4,4.897777777777778,1,BY,10
1068,11101039001,一匙靈Attack抗菌EX超濃縮洗粉,35.0,37.0,18.0,23310.0,12.31,6,3885.0,PCS,"[1, 2, 4, 6]","[11, 2, 1, 2]",4,31,2.066666666666667,1.791514389985135,16,1.0666666666666669,0.7514493830830977,1.4,2.2044444444444444,1,BZ,7
1069,11101044001,橘子工坊天然制菌洗衣粉補充包,5.0,10.0,22.0,1100.0,1.35,1,1100.0,PCS,"[1, 3]","[4, 2]",3,10,1.6666666666666667,1.0327955589886446,6,1.0,0.384,3.5,1.6666666666666667,4,CY,5
1070,11101055001,一匙靈抗菌EX洗衣粉補充包,36.0,25.0,23.0,20700.0,9.9,6,3450.0,PCS,"[1, 2, 4, 5, 6, 12]","[11, 28, 7, 1, 3, 1]",5,130,2.9545454545454546,2.10154478568931,51,1.1590909090909092,0.5059364249346361,0.4772727272727273,3.4245867768595044,1,BY,9
1071,11102002001,水晶肥皂新4入,31.0,31.0,21.0,20181.0,16.4,20,1009.1,PCS,"[1, 2, 3, 4, 5, 6]","[66, 22, 6, 2, 1, 3]",3,159,2.0126582278481013,1.5148298617004428,100,1.2658227848101269,0.56648400187026,0.2658227848101265,2.5476686428456983,1,BY,6
1072,11102003001,家福薰衣草天然洗衣皂,34.0,31.0,19.0,20026.0,15.85,20,1001.3,PCS,"[1, 2, 3, 6]","[4, 2, 1, 2]",5,23,2.555555555555556,2.0682789409984763,9,1.0,0.6550094517958414,2.333333333333333,2.555555555555556,1,BZ,8
1073,11102004001,家福檸檬天然洗衣皂 5個,32.0,30.0,20.0,19200.0,15.73,20,960.0,PCS,"[1, 2]","[7, 2]",2,11,1.2222222222222223,0.4409585518440984,9,1.0,0.1301652892561983,2.333333333333333,1.2222222222222223,4,CY,3
1074,11102007001,泡舒天然肥皂160g*5,36.0,19.0,22.0,15048.0,10.3,12,1254.0,PCS,"[1, 2]","[10, 1]",2,12,1.0909090909090908,0.3015113445777636,11,1.0,0.0763888888888889,1.9090909090909087,1.0909090909090908,4,CY,2
1075,11102009001,水晶肥皂200g 8入,37.0,31.0,22.0,25234.0,15.98,9,2803.8,PCS,"[1, 2, 3, 4, 5, 6]","[46, 9, 4, 2, 1, 4]",4,113,1.852459016393443,1.5257355119610398,66,1.0819672131147542,0.678361657138382,0.3442622950819672,2.004299919376512,1,BY,6
1076,11102010001,優品衣領袖口天然洗潔皂 優品天然洗潔皂,34.0,19.0,19.0,12274.0,9.602,18,681.9,PCS,[3],[1],3,3,3.0,0.0,1,1.0,0.0,21.0,3.0,1,BY,3
1077,11102012001,水晶肥皂粉体,38.0,33.0,24.0,30096.0,12.1,6,5016.0,PCS,"[1, 3]","[4, 1]",3,7,1.75,0.957427107756338,5,1.25,0.2993197278911565,5.25,2.1875,1,BY,5
1078,11102013001,皂福肥皂-三入裝,37.0,24.0,23.0,20424.0,15.0,24,851.0,PCS,"[1, 2]","[4, 1]",2,6,1.2,0.447213595499958,5,1.0,0.1388888888888889,4.2,1.2,4,CY,3
1079,11102014001,鷹王護手洗衣皂 鷹王護手洗衣皂,31.0,29.0,21.0,18879.0,10.39,20,944.0,PCS,[1],[2],1,2,1.0,0.0,2,1.0,0.0,10.5,1.0,4,CY,1
1080,11102017001,家福洗衣皂,34.0,31.0,20.0,21080.0,16.07,20,1054.0,PCS,"[1, 2, 4]","[4, 1, 1]",3,10,1.6666666666666667,1.2110601416389966,6,1.0,0.5279999999999999,3.5,1.6666666666666667,4,CZ,5
1081,11102023001,達利dalli親膚植物油抗敏洗衣皂(3入) T1-D49,25.0,21.0,17.0,8925.0,6.9,18,495.8,PCS,[1],[3],1,3,1.0,0.0,3,1.0,0.0,7.0,1.0,4,CY,1
1082,11102043001,水晶肥皂絲絮 水晶肥皂絲絮,42.0,32.0,22.0,29568.0,9.26,6,4928.0,PCS,[1],[3],1,3,1.0,0.0,3,1.0,0.0,7.0,1.0,4,CY,1
1083,11103001001,白帥帥抗菌洗衣精,44.0,23.0,29.0,29348.0,13.93,4,7337.0,PCS,"[1, 2, 6, 7]","[4, 1, 1, 1]",6,19,2.7142857142857144,2.627691364061218,7,1.0,0.9372114496768236,3.0,2.7142857142857144,1,BZ,10
1084,11103001002,白帥帥抗菌洗衣精,45.0,23.0,30.0,31050.0,14.0,4,7762.5,PCS,"[1, 2, 6]","[2, 1, 1]",5,10,2.5,2.3804761428476167,4,1.0,0.9066666666666668,5.25,2.5,1,BZ,9
1085,11103002001,家福藍色清新香氛洗衣精 家福藍色清新香,36.0,19.0,34.0,23256.0,12.68,4,5814.0,PCS,[1],[2],1,2,1.0,0.0,2,1.0,0.0,10.5,1.0,4,CY,1
1086,11103005001,白蘭含熊寶貝純淨溫和洗衣精補充包,38.0,25.0,29.0,27550.0,10.58,6,4591.7,PCS,"[1, 2, 3, 6]","[3, 5, 5, 2]",5,40,3.076923076923077,2.985005261344846,15,1.1538461538461535,0.9411458333333332,1.6153846153846154,3.5502958579881656,1,BZ,11
1087,11103011001,BioLead 經典香氛洗衣精 補 紅粉補充,53.0,32.0,15.0,25440.0,11.68,6,4240.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1088,11103011003,BioLead 經典香氛洗衣精 補 花園精靈,53.0,32.0,15.0,25440.0,11.68,6,4240.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1089,11103011004,BioLead 經典香氛洗衣精 補 天使之吻,53.0,32.0,15.0,25440.0,11.68,6,4240.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1090,11103014001,白鴿防霉洗衣精--薰衣草精油,41.0,23.0,31.0,29233.0,15.4,4,7308.3,PCS,"[1, 2, 3, 4]","[10, 3, 1, 1]",3,23,1.6428571428571428,0.9287827316640652,15,1.0714285714285714,0.3196161116766032,1.5,1.760204081632653,4,CY,5
1091,11103027001,水晶肥皂液体補充包,40.0,24.0,31.0,29760.0,10.76,6,4960.0,PCS,"[1, 2, 3, 6]","[5, 8, 2, 2]",4,39,2.4375,2.63233103288068,17,1.0625,1.1662502739425815,1.3125,2.58984375,1,BY,10
1092,11103029001,家福熱帶花香洗衣精 家福熱帶花香洗,36.0,19.0,34.0,23256.0,12.68,4,5814.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1093,11103031001,橘子工坊天然制菌力濃縮洗衣精,27.0,9.0,20.0,5074.0,1.8,1,5074.48,PCS,"[1, 2, 3]","[13, 2, 1]",2,20,1.25,0.5773502691896257,16,1.0,0.2133333333333333,1.3125,1.25,4,CX,3
1094,11103035001,白鴿天然濃縮防蹣洗衣精,41.0,22.0,31.0,27962.0,15.45,4,6990.5,PCS,"[1, 2, 3, 4, 5]","[22, 5, 3, 1, 1]",3,50,1.6666666666666667,1.1244411127720089,32,1.0666666666666669,0.4551724137931033,0.7,1.777777777777778,3,BX,5
1095,11103043001,白蘭含熊寶貝森林晨露洗衣精補充包,38.0,25.0,29.0,27550.0,10.58,6,4591.7,PCS,"[1, 2]","[6, 2]",2,10,1.25,0.4629100498862757,8,1.0,0.1371428571428571,2.625,1.25,4,CY,3
1096,11103044001,日本PG BOLD 新3D無痕療癒花香洗衣球(粉紅) BOLD洗衣球,39.0,30.0,14.0,16380.0,2.72,6,2730.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1097,11103045001,家福蘆薈濃縮洗衣精 家福蘆薈濃縮洗,38.0,25.0,26.0,24700.0,12.24,12,2058.3,PCS,[3],[1],3,3,3.0,0.0,1,1.0,0.0,21.0,3.0,1,BY,3
1098,11103049001,家福EXPERT 綠色柑橘高效洗衣精 家福EXPERT 綠色,36.0,19.0,34.0,23256.0,12.68,4,5814.0,PCS,[1],[4],1,4,1.0,0.0,4,1.0,0.0,5.25,1.0,4,CY,1
1099,11103054001,水晶肥皂液体補充包 (洗衣用),39.0,24.0,31.0,29016.0,13.14,6,4836.0,PCS,"[1, 2, 3, 4, 5, 10]","[5, 7, 1, 1, 1, 1]",5,41,2.5625,2.27943706500823,16,1.0,0.7912750347015666,1.3125,2.5625,1,BY,9
1100,11103054002,水晶肥皂液体補充包 (洗衣用),39.0,24.0,31.0,29016.0,13.3,6,4836.0,PCS,"[1, 2, 6]","[6, 1, 2]",5,20,2.2222222222222223,2.1666666666666665,9,1.0,0.9506249999999996,2.333333333333333,2.2222222222222223,1,BZ,8
1101,11103054003,水晶肥皂液体補充包 (洗衣用),39.0,24.0,31.0,29016.0,13.3,6,4836.0,PCS,"[1, 2]","[3, 2]",2,7,1.4,0.5477225575051661,5,1.0,0.1530612244897959,4.2,1.4,4,CY,3
1102,11103062001,水晶肥皂抗菌洗衣用液體補充包,39.0,24.0,30.0,28080.0,12.2,6,4680.0,PCS,"[1, 2]","[7, 4]",3,15,1.5,0.7071067811865476,11,1.1,0.2222222222222222,2.1,1.65,4,CY,4
1103,11103063001,日本PG BOLD 新3D無痕清新皂香洗衣球(水藍) BOLD洗衣球,39.0,30.0,14.0,16380.0,2.72,6,2730.0,PCS,[2],[1],2,2,2.0,0.0,1,1.0,0.0,21.0,2.0,1,BY,2
1104,11103067001,白蘭含熊寶貝大自然馨香洗衣精瓶裝,39.0,24.0,32.0,29952.0,11.3,4,7488.0,PCS,"[1, 2, 3]","[6, 3, 2]",3,18,1.6363636363636365,0.8090398349558905,11,1.0,0.2444444444444443,1.9090909090909087,1.6363636363636365,4,CY,4
1105,11103078001,白帥帥超效能抗菌洗衣精,44.0,23.0,29.0,29348.0,13.93,4,7337.0,PCS,"[1, 2]","[2, 2]",3,6,1.5,0.5773502691896257,4,1.0,0.1481481481481481,5.25,1.5,4,CY,3
1106,11103079001,小綠人小蘇打抗菌洗衣精 洗衣精柑橘,46.0,22.0,34.0,34408.0,15.4,4,8602.0,PCS,"[1, 2]","[1, 1]",3,3,1.5,0.7071067811865476,2,1.0,0.2222222222222222,10.5,1.5,4,CY,4
1107,11103079002,小綠人小蘇打抗菌洗衣精 洗衣精陽光,46.0,22.0,34.0,34408.0,15.3,4,8602.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1108,11103089004,白帥帥馨香抗菌洗精,45.0,23.0,30.0,31050.0,14.04,4,7762.5,PCS,"[1, 3]","[2, 1]",3,5,1.6666666666666667,1.1547005383792517,3,1.0,0.4800000000000001,7.0,1.6666666666666667,4,CY,5
1109,11103091001,家福熱帶花2合1衣物柔軟洗衣球 家福熱帶花2合1,40.0,20.0,24.0,19200.0,4.62,8,2400.0,PCS,[1],[3],1,3,1.0,0.0,3,1.0,0.0,7.0,1.0,4,CY,1
1110,11103100001,白鴿天然棉花籽護纖抗菌洗衣精,44.0,24.0,30.0,31680.0,15.45,4,7920.0,PCS,"[1, 6]","[4, 1]",5,10,2.0,2.23606797749979,5,1.0,1.2500000000000002,4.2,2.0,1,BZ,8
1111,11103102001,白鴿抗菌洗衣精,44.0,24.0,30.0,31680.0,15.45,4,7920.0,PCS,"[1, 2]","[5, 1]",2,7,1.1666666666666667,0.408248290463863,6,1.0,0.1224489795918367,3.5,1.1666666666666667,4,CY,3
1112,11103102002,白鴿抗菌洗衣精,44.0,24.0,30.0,31680.0,15.45,4,7920.0,PCS,"[1, 2, 3, 4]","[3, 1, 1, 1]",4,12,2.0,1.2649110640673518,6,1.0,0.4,3.5,2.0,1,BY,6
1113,11103105001,橘子工坊濃縮洗衣精深層淨味,27.0,9.0,20.0,5074.0,1.8,1,5074.48,PCS,[6],[2],6,12,6.0,0.0,2,1.0,0.0,10.5,6.0,1,BY,6
1114,11103106001,白蘭強效除蹣過敏洗衣精補充包,39.0,25.0,30.0,29250.0,10.59,6,4875.0,PCS,"[1, 2, 3, 4, 6, 8]","[10, 5, 1, 1, 2, 1]",5,47,2.611111111111111,2.118237027477134,20,1.1111111111111112,0.6581098713817806,1.1666666666666667,2.9012345679012346,1,BY,9
1115,11103110001,白蘭蘆薈親膚洗衣補充包1.6kg,39.0,25.0,30.0,29250.0,10.56,6,4875.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1116,11103111001,白蘭陽光馨香超濃縮洗衣精補包,39.0,25.0,30.0,29250.0,10.57,6,4875.0,PCS,"[1, 2, 4]","[8, 6, 1]",3,24,1.6,0.828078671210825,15,1.0,0.2678571428571427,1.4,1.6,4,CY,4
1117,11103112001,白蘭強效除蹣過敏洗衣精2.7KG,46.0,22.0,33.0,33396.0,12.15,4,8349.0,PCS,"[1, 2, 4]","[4, 3, 1]",4,14,2.0,1.8257418583505536,8,1.1428571428571428,0.8333333333333334,3.0,2.2857142857142856,1,BZ,7
1118,11103113001,白蘭洗衣精蘆薈親膚2.7KG 白蘭洗衣精蘆薈,46.0,22.0,33.0,33396.0,12.16,4,8349.0,PCS,"[1, 2]","[2, 2]",3,6,1.5,0.5773502691896257,4,1.0,0.1481481481481481,5.25,1.5,4,CY,3
1119,11103115001,白蘭濃縮洗衣精陽光馨香2.7kg,46.0,22.0,33.0,33396.0,12.17,4,8349.0,PCS,"[1, 2, 4]","[3, 2, 1]",4,11,1.8333333333333333,1.1690451944500122,6,1.0,0.4066115702479339,3.5,1.8333333333333333,1,BY,5
1120,11103118001,白蘭茶樹除菌洗衣補充包1.6kg,39.0,24.0,29.0,27144.0,10.562,6,4524.0,PCS,"[1, 2]","[4, 4]",3,12,1.5,0.5345224838248488,8,1.0,0.1269841269841269,2.625,1.5,4,CY,3
1121,11103128001,一匙靈淨柔超濃縮洗衣精1.8kg補充包,37.0,25.0,32.0,29600.0,11.82,6,4933.3,PCS,"[2, 6]","[1, 1]",7,8,4.0,2.8284271247461903,2,1.0,0.5000000000000001,10.5,4.0,1,BZ,12
1122,11103133001,橘子工坊天然制菌力洗衣精補充包,5.0,20.0,28.0,2800.0,1.5,1,2800.0,PCS,"[1, 2, 3, 4, 6]","[21, 4, 5, 1, 2]",4,60,2.0,1.5756771943166707,33,1.1,0.6206896551724138,0.7,2.2,1,BY,7
1123,11103134001,一匙靈制菌超濃縮洗衣精,46.0,25.0,32.0,36800.0,13.6,4,9200.0,PCS,"[1, 2, 3, 4, 5, 6]","[25, 40, 1, 13, 1, 5]",4,195,3.046875,2.989025893773889,85,1.328125,0.9623877357210692,0.328125,4.046630859375,1,BY,11
1124,11103135001,一匙靈亮彩超濃縮洗衣精,50.0,24.0,31.0,37200.0,12.8,4,9300.0,PCS,"[1, 2, 4, 6]","[3, 11, 2, 6]",6,69,4.0588235294117645,2.9041046002876283,22,1.2941176470588236,0.5119460197437514,1.2352941176470589,5.252595155709343,1,BY,12
1125,11103136001,一匙靈制菌超濃縮洗衣精補充包,36.0,25.0,32.0,28800.0,12.4,6,4800.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 12]","[23, 137, 11, 51, 1, 61, 1, 3]",9,948,4.911917098445596,3.574725070047328,288,1.4922279792746114,0.5296429984177217,0.1088082901554404,7.329700126177883,1,BY,15
1126,11103137001,一匙靈亮彩超濃縮洗衣精補充包,36.0,25.0,32.0,28800.0,12.36,6,4800.0,PCS,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12]","[9, 21, 4, 7, 17, 1, 1, 1, 1, 21]",11,483,7.918032786885246,11.18823054518633,83,1.360655737704918,1.99658692294393,0.3442622950819672,10.773716742811072,1,BY,37
1127,11103147001,橘子工坊天然低敏親膚洗衣精補充包,5.0,20.0,28.0,2800.0,1.5,1,2800.0,PCS,"[1, 2]","[1, 2]",3,5,1.6666666666666667,0.5773502691896257,3,1.0,0.1199999999999999,7.0,1.6666666666666667,4,CY,4
1128,11103152001,一匙靈淨柔超濃縮洗衣精2.8kg瓶裝 一匙靈淨柔瓶,47.0,24.0,32.0,36096.0,12.8,4,9024.0,PCS,"[1, 2, 3]","[3, 3, 1]",3,12,2.0,1.095445115010332,7,1.1666666666666667,0.2999999999999999,3.5,2.333333333333333,1,BY,5
1129,11103153001,日本花王植萃香氛洗衣精780G 植萃香氛晨露玫,33.0,22.0,26.0,18876.0,9.1,10,1887.6,PCS,"[1, 6]","[2, 1]",6,8,2.6666666666666665,2.886751345948129,3,1.0,1.1718750000000002,7.0,2.6666666666666665,1,BZ,11
1130,11103158001,橘子工坊濃縮洗衣精補充包,5.0,20.0,28.0,2800.0,1.5,1,2800.0,PCS,"[1, 4, 5, 6]","[6, 2, 2, 6]",7,60,4.285714285714286,2.2677868380553634,16,1.1428571428571428,0.28,1.5,4.897959183673469,1,BY,11
1131,11103164001,ARIEL超濃縮抗菌抗洗衣精910G,40.0,29.0,22.0,25520.0,9.5,9,2835.6,PCS,"[1, 2, 3, 4]","[7, 1, 1, 1]",3,16,1.6,1.07496769977314,10,1.0,0.4513888888888888,2.1,1.6,4,CY,5
1132,11103179001,橘子工坊五合一洗衣金球24顆,8.0,9.0,13.0,899.0,0.2,1,898.88,PCS,"[1, 2]","[8, 6]",2,20,1.4285714285714286,0.5135525910130955,14,1.0,0.1292307692307692,1.5,1.4285714285714286,4,CY,3
1133,11103182001,德國Dalli機能衣物洗衣精-1.1L Dalli機能洗衣精,29.0,20.0,28.0,16240.0,6.1,6,2706.7,PCS,"[1, 3]","[1, 1]",4,4,2.0,1.4142135623730951,2,1.0,0.5000000000000001,10.5,2.0,1,BZ,6
1134,11103190001,日本PG BOLD 新3D無痕清新花園香洗衣球 BOLD洗衣球,39.0,30.0,14.0,16380.0,2.7,6,2730.0,PCS,"[1, 2]","[3, 1]",2,5,1.6666666666666667,0.5773502691896257,4,1.3333333333333333,0.1199999999999999,7.0,2.2222222222222223,1,BY,4
1135,11103206001,白蘭4X酵素極淨洗衣球除菌除補充包 白蘭除補,42.0,22.0,25.0,23100.0,3.0,6,3850.0,PCS,[1],[2],1,2,1.0,0.0,2,1.0,0.0,10.5,1.0,4,CY,1
1136,11103211001,白蘭4X酵素極淨洗衣球除菌淨味補充包 除菌淨味,42.0,22.0,25.0,23100.0,3.0,6,3850.0,PCS,"[1, 2]","[4, 1]",2,6,1.2,0.4472135954999579,5,1.0,0.1388888888888889,4.2,1.2,4,CY,3
1137,11103224001,白蘭含熊寶貝花漾清新洗衣精瓶裝,39.0,24.0,32.0,29952.0,11.3,4,7488.0,PCS,"[1, 2, 6]","[5, 2, 1]",4,15,1.875,1.7268882005337975,8,1.0,0.8482539682539684,2.625,1.875,1,BZ,7
1138,11103229001,Dalli神奇洗衣吸色紙 Dalli神奇洗衣,28.0,14.0,30.0,11760.0,1.0,12,980.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1139,11103238001,家福Baby 親膚洗衣精 1.5L 家福Baby 親膚洗,28.0,25.0,28.0,19600.0,9.7,6,3266.7,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1140,11103244001,白蘭4X酵素極淨洗衣精瓶裝,39.0,24.0,32.0,29952.0,10.83,4,7488.0,PCS,"[1, 2]","[5, 1]",2,7,1.4,0.5477225575051661,6,1.2,0.1530612244897959,4.2,1.68,4,CY,3
1141,11103244002,白蘭4X酵素極淨洗衣精瓶裝,39.0,24.0,32.0,29952.0,10.83,4,7488.0,PCS,"[1, 2]","[4, 3]",3,10,1.6666666666666667,1.2110601416389966,7,1.1666666666666667,0.5279999999999999,3.5,1.9444444444444449,1,BZ,5
1142,11103244003,白蘭4X酵素極淨洗衣精瓶裝 白蘭奈米除菌瓶,40.0,25.0,33.0,33000.0,10.1,4,8250.0,PCS,"[1, 2]","[4, 1]",2,6,1.2,0.447213595499958,5,1.0,0.1388888888888889,4.2,1.2,4,CY,3
1143,11103249001,鷹王洗衣膏4KG,42.0,42.0,22.0,38808.0,17.678,4,9702.0,PCS,"[1, 2]","[1, 1]",3,3,1.5,0.7071067811865476,2,1.0,0.2222222222222222,10.5,1.5,4,CY,4
1144,11103256001,艾克博士酵素濃縮洗衣膏 艾克酵素洗衣膏,40.0,40.0,19.0,30400.0,11.782,4,7600.0,PCS,"[1, 2]","[1, 1]",3,3,1.5,0.7071067811865476,2,1.0,0.2222222222222222,10.5,1.5,4,CY,4
1145,11103262001,白蘭含熊寶貝純淨溫和洗衣精瓶裝,39.0,24.0,32.0,29952.0,11.3,4,7488.0,PCS,"[1, 2, 4]","[7, 1, 1]",3,13,1.4444444444444444,1.0137937550497031,9,1.0,0.4926035502958579,2.333333333333333,1.4444444444444444,4,CZ,5
1146,11103267001,ARIEL抗菌洗衣精補充包1430G微香,35.0,22.0,33.0,25410.0,9.2,6,4235.0,PCS,"[1, 2, 3]","[4, 1, 2]",3,12,1.7142857142857142,0.951189731211342,7,1.0,0.3078703703703703,3.0,1.7142857142857142,4,CY,5
1147,11103270001,白蘭4X酵素極淨洗衣精補充包,39.0,23.0,29.0,26013.0,9.36,6,4335.5,PCS,"[1, 2, 3, 4, 5, 6]","[6, 3, 4, 2, 1, 1]",5,43,2.6875,1.4930394055974097,17,1.0625,0.3086352983594735,1.3125,2.85546875,3,BX,7
1148,11103272001,Ariel洗衣膠囊34顆袋裝,36.0,26.0,24.0,22464.0,4.636,6,3744.0,PCS,"[1, 2, 6]","[10, 3, 1]",3,22,1.5714285714285714,1.3424596091494905,14,1.0,0.7298156389065483,1.5,1.5714285714285714,4,CZ,6
1149,11103279001,ARIEL抗菌洗衣精補充包1520G,35.0,22.0,31.0,23870.0,9.766,6,3978.3,PCS,"[1, 3, 5]","[9, 3, 1]",4,23,1.7692307692307692,1.300887271175982,13,1.0,0.5406427221172024,1.6153846153846154,1.7692307692307692,1,BZ,6
1150,11103280001,ARIEL抗菌洗衣精900G,40.0,22.0,29.0,25520.0,9.49,9,2835.6,PCS,"[1, 2, 3]","[8, 1, 1]",2,13,1.4444444444444444,0.7264831572567789,10,1.1111111111111112,0.2529585798816567,2.333333333333333,1.6049382716049383,4,CY,4
1151,11103281001,ARIEL抗菌洗衣膠囊16顆微香355G,39.0,30.0,14.0,16380.0,2.636,6,2730.0,PCS,"[1, 3]","[1, 1]",4,4,2.0,1.4142135623730951,2,1.0,0.5000000000000001,10.5,2.0,1,BZ,6
1152,11103282001,ARIEL抗菌洗衣膠囊室內晾衣袋裝32顆,36.0,26.0,24.0,22464.0,4.07,6,3744.0,PCS,"[1, 3]","[4, 1]",3,7,1.4,0.8944271909999159,5,1.0,0.4081632653061225,4.2,1.4,4,CY,4
1153,11103283001,南僑水晶液体補充包1400g 防霉尤加利茶樹,38.0,24.0,31.0,28272.0,9.5,6,4712.0,PCS,"[1, 2]","[4, 2]",2,8,1.3333333333333333,0.5163977794943223,6,1.0,0.15,3.5,1.3333333333333333,4,CY,3
1154,11103283002,南僑水晶液体補充包1400g 補防蹣百里香,38.0,24.0,30.0,27360.0,9.5,6,4560.0,PCS,"[1, 6]","[4, 1]",5,10,2.0,2.23606797749979,5,1.0,1.2500000000000002,4.2,2.0,1,BZ,8
1155,11103284001,ARIEL抗菌洗衣精930G-微香型 ARE洗衣精,40.0,22.0,27.0,23760.0,9.73,9,2640.0,PCS,"[1, 2, 3]","[9, 2, 3]",3,22,1.5714285714285714,0.8516306272526403,14,1.0,0.2937062937062938,1.5,1.5714285714285714,4,CY,4
1156,11103289001,白蘭含熊寶貝大自然馨香洗衣精補充包,38.0,25.0,29.0,27550.0,10.58,6,4591.7,PCS,"[1, 2, 3, 4, 6]","[9, 9, 2, 2, 1]",4,47,2.35,1.871531880291482,23,1.15,0.6342474565771608,1.05,2.7025,1,BY,8
1157,11103290001,橘子工坊高倍速淨濃縮洗衣精,27.0,9.0,20.0,5074.0,1.8,1,5074.48,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1158,11103291001,橘子工坊高倍速淨洗衣精補充包,5.0,20.0,28.0,2800.0,1.5,1,2800.0,PCS,"[1, 2, 4]","[10, 1, 1]",3,16,1.3333333333333333,0.8876253645985945,12,1.0,0.4431818181818182,1.75,1.3333333333333333,4,CY,4
1159,11103293001,獅王奈米樂抗菌洗衣精900g補充包,36.0,24.0,28.0,24192.0,11.5,12,2016.0,PCS,"[1, 2]","[3, 1]",2,5,1.25,0.5,4,1.0,0.16,5.25,1.25,4,CY,3
1160,11103296001,藍寶小蘇打洗衣精補充包,48.0,25.0,33.0,39600.0,15.614,8,4950.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1161,11103297001,家福蘆薈洗衣精補充瓶 1.755L,26.0,24.0,28.0,17472.0,11.39,6,2912.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
1162,11103298001,ARIEL抗菌洗衣精補充包室內晾衣1520G,35.0,22.0,32.0,24640.0,9.744,6,4106.7,PCS,"[1, 2, 3, 4]","[6, 1, 1, 1]",3,15,1.6666666666666667,1.118033988749895,9,1.0,0.45,2.333333333333333,1.6666666666666667,4,CY,5
